Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
14/06/2023,11240,11750,10110,11430,10310,9980,11870,11000,10500,10480,10360,11930,10820,11340,10660,12320,11210,11370,10530,12740,13070,11190,11440,14200,13830,11670,10000,10080,11400,11420,11790,11280,10310,10790
15/06/2023,11240,11750,10050,11430,10240,9980,11870,11000,10300,10410,10470,12010,10750,11260,10440,12320,11210,11370,10530,12850,13070,11110,11410,14680,14110,11770,10000,10080,11860,11460,11790,11210,10210,10930
16/06/2023,11260,11750,10220,11430,10310,9980,11950,11000,10440,10340,10320,12010,10570,11260,10740,12320,11080,11370,10530,12860,13550,11190,11200,14310,13900,11700,10000,10080,11400,11460,11800,11090,10310,10870
17/06/2023,11260,11750,10340,11430,10310,9980,11840,11000,10420,10470,10270,12010,10750,11260,10660,12320,11210,12200,10480,12710,13470,11140,11580,15180,14240,11820,10000,10080,11360,11420,11790,11250,10330,11010
18/06/2023,11230,11750,10230,11490,10100,9970,11870,11000,10490,10390,10340,12010,10750,11260,10390,12320,11210,11370,10510,12710,13350,11190,11620,14750,14080,11830,10000,10040,11360,11390,11790,10980,10330,10790
19/06/2023,11280,11750,10560,11490,10080,9980,11870,11000,10570,10420,10510,11950,10750,11260,10540,12320,11210,11370,10480,12710,13410,11190,11660,14680,13900,11480,10000,10080,11400,11410,11790,11130,10310,10820
20/06/2023,11310,11750,10340,11490,10080,9790,11870,11000,10560,10410,10360,12010,10750,11260,10580,12320,11210,11030,10490,13080,13390,11190,11460,14510,13830,11570,10000,10080,11400,11350,11720,11160,10310,10830
21/06/2023,11280,11750,10230,11590,10080,9790,11830,11000,10580,10390,10350,12020,10730,11260,10520,12320,11080,11370,10490,12710,12930,11190,11490,14620,13830,11670,10000,10080,11240,11330,11720,11060,10310,10690
22/06/2023,11310,11860,10110,11490,10080,9790,11830,11000,10590,10410,10370,11940,10660,11260,10390,12320,11210,11240,10490,12740,13950,11210,11610,13760,13730,11600,10000,10080,11400,11460,11720,11120,10310,10820
23/06/2023,11280,11750,10230,11750,10080,9790,11840,11000,10540,10430,10390,12000,10820,11140,11110,12320,11210,10640,10480,12840,13100,11500,11640,14980,13880,11530,10000,10080,11400,11380,11720,11070,10150,10710
24/06/2023,11570,11640,10230,11490,10370,9790,11840,11000,10660,10430,10410,12060,10750,11260,10460,12490,11210,11890,10560,13270,13270,11190,11440,14600,13730,11910,10000,10080,11400,11330,11780,11990,10250,10690
25/06/2023,11310,11580,10230,11490,10080,9790,11840,11000,10540,10410,10340,11870,10710,11260,10810,12320,11210,11440,10490,12860,13330,11190,11610,14600,13800,11630,10000,10080,11400,11420,11730,11120,10250,10790
26/06/2023,11300,11640,10340,11490,10080,9790,11840,11000,10490,10450,10340,12140,10660,11260,10660,12320,11210,11300,10530,12870,13490,11190,11680,14310,13730,11530,9830,10200,11400,11420,11800,11100,10250,10810
27/06/2023,11530,11520,10230,11430,10080,9790,11670,11000,10590,10510,10320,11940,10730,11260,10700,12320,11210,11910,10560,12760,13090,11210,11610,14330,13730,11500,10000,10080,11530,11010,11800,11310,10250,10680
28/06/2023,11310,11520,10110,11490,10080,9790,11670,11000,10630,10490,10290,12010,10820,11470,10770,12320,11210,10900,10560,12760,12640,11210,11670,14600,13730,11670,10000,10050,11240,11550,11800,11090,10250,10770
29/06/2023,11160,11520,10220,11430,10490,9650,11670,11020,10520,10500,10200,12120,10990,11260,12870,12320,11310,10900,10670,12460,13490,11280,11690,14980,13800,11530,10000,10250,11070,11320,11660,11200,10090,10700
30/06/2023,11080,11520,9990,11490,10180,9790,11630,11000,10640,10450,10300,11760,10720,11260,10770,12320,11220,10640,10560,12840,13200,11190,11770,14560,13880,11740,10000,10030,11580,11690,11800,11520,10250,11180
01/07/2023,11280,11520,10110,11490,10080,9790,11480,11000,10510,10500,10380,11870,10730,11260,10600,12320,11730,10640,10560,12740,13590,11190,11710,14100,13110,11610,10000,10080,11530,11500,11800,11250,10250,10730
02/07/2023,11310,11520,10110,11490,10080,9790,11570,11000,10610,10500,10260,12010,10750,11260,10770,12320,11420,10900,10600,12760,13150,11500,11690,14600,13800,11320,10000,10040,11400,11540,11800,11160,10250,10770
03/07/2023,11440,11520,10110,11490,10080,9790,11470,11000,10600,10440,10320,12010,10680,11260,10600,12320,11080,11370,10560,12880,12900,11190,11540,14230,13730,11520,10000,10180,11400,11560,11860,11220,10220,10790
04/07/2023,11300,11520,10110,11490,10080,9790,11520,10910,10540,10380,10360,12080,10680,11260,10850,12320,11210,11230,10750,12740,13020,11190,11830,14310,13830,11420,10000,10080,11400,11500,11790,11250,10240,10690
05/07/2023,11540,11520,10110,11670,10180,9790,11520,11000,10640,10430,10380,11940,10570,11260,10800,12320,11210,11240,10560,12420,12920,11290,11630,14430,13730,11520,10000,10080,11400,11570,11860,11330,10060,10830
06/07/2023,11450,11460,10110,11490,10180,9790,11470,11000,10530,10520,10300,11870,10680,11260,10770,12320,11210,11370,10560,12630,12920,11290,11720,14790,13730,11590,10000,10050,11400,11390,11930,11250,10240,10690
07/07/2023,11380,11520,10320,11850,10080,9790,11440,11000,10580,10450,10490,11860,10730,11200,10850,12320,11210,11370,10600,12630,13050,11320,11560,14680,13820,11420,10000,10050,11360,11390,11790,11220,10240,10950
08/07/2023,11270,11620,10240,11490,10080,9740,11440,11000,10520,10450,10420,11950,10570,11260,10730,12320,11210,11240,10520,12840,13340,11290,11760,14790,13820,11740,10000,10130,11480,11370,11860,11260,10120,10820
09/07/2023,11410,11460,10140,11490,10080,9740,11440,11000,10520,10290,10390,11860,10730,11260,10540,12320,11210,11370,10490,12740,13710,11290,11610,14980,13730,11740,10000,10130,11200,11460,11750,11140,10220,10860
10/07/2023,11300,11520,10350,11490,10080,9790,11440,11000,10610,10360,10300,12010,10730,11260,10730,12320,11210,11370,10520,12730,13220,11290,11840,14310,13820,11460,10000,10300,11830,11810,11750,11260,10220,10720
11/07/2023,11250,11520,10240,11490,10370,9790,11510,11000,10660,10270,10320,11780,10570,11260,10850,12320,11210,11370,10520,12530,12920,11190,11990,14510,13890,11410,10000,10130,11320,11490,11750,11110,10220,10770
12/07/2023,11230,11520,10240,11380,10180,9790,11480,11000,10620,10300,10200,11870,10710,11260,10830,12320,11210,11370,10520,12370,12910,10990,11680,14550,13850,11460,10000,10130,11320,11360,11870,11210,10180,10790
13/07/2023,11260,11520,10240,11380,10180,9790,11510,11000,10510,10300,10340,12010,10680,11260,10770,12320,11210,11220,10520,12320,12910,11190,11740,14220,13700,11670,9830,10130,11360,11490,11730,11170,10160,10760
14/07/2023,11290,11290,10240,11380,10180,9790,11510,11000,10490,10340,10370,11940,10680,11260,10770,12320,11420,11350,10520,12730,12890,11190,11840,14340,13700,11500,9830,10130,11530,11490,11670,11300,10160,10770
15/07/2023,11290,11290,10350,11380,10180,9790,11450,11000,10490,10320,10340,12010,10730,11260,10600,12320,11210,11350,10560,12760,12550,11190,11830,14230,13650,11420,9830,10130,11440,11240,11690,11310,10160,10720
16/07/2023,11190,11290,10280,11380,10080,9790,11540,11000,10460,10340,10390,12010,10590,11460,10600,12320,11210,11410,10560,12560,12700,11190,11880,14600,13650,11460,9830,10130,11570,11370,11730,11270,10160,10670
17/07/2023,11390,11380,10350,11490,10170,9790,11510,11000,10530,10330,10380,12010,10680,11260,10660,12320,11080,11350,10730,12770,12590,11090,11740,14200,13590,11350,9830,10100,11060,11560,11650,11180,10160,10710
18/07/2023,11370,11290,10120,11380,10170,9790,11540,11000,10510,10350,10390,11860,10680,11260,10850,12320,11350,11350,10810,12530,12650,11190,11820,14520,13700,11360,9830,10100,11480,11520,11610,11110,10160,10770
19/07/2023,11390,11290,10140,11370,10170,9790,11500,11000,10490,10360,10410,11940,10560,11290,10940,12320,11460,11890,10900,12330,12620,11210,11840,14520,13700,11630,9790,10100,11440,11590,11610,10980,10160,10630
20/07/2023,11390,11410,10240,11310,10170,9790,11430,10690,10490,10370,10450,12080,10490,11290,10870,12320,11210,10880,10870,12530,12400,11190,11740,14210,14020,11570,9830,10100,11480,11530,11530,11150,10180,10760
21/07/2023,11370,11190,10350,11380,10170,9790,11450,11000,10520,10330,10300,12080,10530,11290,10710,12320,11210,11350,10820,12700,12400,11190,11760,14450,14020,11580,9830,10100,11480,11650,11530,11240,10150,10750
22/07/2023,11510,11410,10220,11380,10270,9790,11480,11000,10470,10200,10410,12010,10680,11290,10880,12320,11210,11890,10900,12410,12400,11190,11790,14460,14260,11510,9830,10100,11620,11560,11960,11560,10150,10800
23/07/2023,11530,11190,9990,11560,10270,9790,11470,11000,10600,10480,10280,12080,10680,11290,10830,12320,11210,11350,10860,12760,12710,11190,11950,14640,14020,11620,9830,10330,11400,11350,11530,11250,10150,10650
24/07/2023,11380,11410,10220,11380,10270,9790,11540,11000,10560,10370,10430,12080,10680,11290,10790,12320,11210,11890,10830,12700,12780,11090,11690,14250,13930,11360,9830,10200,11400,11580,11530,11230,10160,10780
25/07/2023,11350,11410,10110,11380,10170,9790,11600,10920,10540,10180,10350,12080,11010,11290,10810,12320,11210,11350,10980,12540,12570,11110,11780,14680,13930,11560,9830,10100,11520,11360,11490,10860,10110,10630
26/07/2023,11340,11460,10220,11430,10270,9790,11370,10920,10560,10370,10320,12010,10680,11290,10810,12320,11210,11350,10980,11690,12350,11190,11880,14560,13930,11660,9830,10110,11400,11370,11530,11180,10220,10780
27/07/2023,11260,11410,10220,11430,10270,9790,11370,10970,10550,10350,10330,11930,10680,11220,10620,12490,11210,11350,10980,12530,12390,11190,11880,14680,14020,11600,9830,10130,11400,11440,11530,11200,10210,10710
28/07/2023,11260,11830,10220,11430,10780,9790,11370,10970,10570,10360,10350,12010,10710,11290,11740,12320,11210,11220,10980,12480,13010,11210,11510,14390,13930,11630,9830,10130,11400,11460,12110,11130,10210,10730
29/07/2023,11310,11530,10240,11430,10270,9790,11370,10970,10570,10320,10380,12010,10730,11290,10810,12320,11210,11350,11020,12480,12440,11210,11990,14560,13930,11630,9790,10150,11520,11470,11530,11410,10210,10730
30/07/2023,11350,11530,10240,11430,10270,9790,11280,10970,10440,10480,10340,12010,10680,11290,11340,12320,11210,11350,11020,12620,12710,11240,11850,14990,13930,11630,9790,10120,11480,11410,11530,10950,10210,10730
31/07/2023,11420,11530,10350,11380,10270,9790,11280,10970,10550,10420,10290,12010,10800,11290,10540,12320,11210,11890,10980,12480,12420,11090,11790,13680,13930,11600,9790,10120,11400,11430,11530,11080,10210,10730
01/08/2023,11220,11530,10120,11430,10270,9790,11280,10970,10620,10340,10330,11940,10680,11290,10960,12320,11210,11350,11050,12530,12370,11090,11600,14230,13930,11600,9830,10130,11400,11240,11530,11130,10270,10750
02/08/2023,11240,11420,10140,11430,10270,10000,11280,10970,10500,10430,10370,12010,10680,11290,10830,12320,11210,11890,11010,12630,12510,11090,11590,14280,13930,11600,9830,10280,11540,11460,11530,11190,10270,10800
03/08/2023,11240,11530,10350,11430,10270,9790,11280,11010,10580,10420,10310,12140,10680,11220,10830,12320,11210,11350,10910,12480,12160,11090,11870,14090,13930,11630,9830,10160,11480,11240,11580,11190,10270,10780
04/08/2023,11240,11530,10350,11430,10170,9790,11190,10970,10580,10370,10350,12010,10780,11220,10700,12320,11210,11350,10950,12480,12220,11090,11570,14530,14020,11410,9830,10250,11370,11350,11650,11140,10270,10700
05/08/2023,11170,11530,10120,11430,10170,9790,11220,10970,10610,10410,10220,11980,10710,11220,10670,12320,11210,11350,10950,12480,12340,11090,11670,14120,13930,11600,9830,10150,11370,11530,11620,11130,10270,10720
06/08/2023,11280,11580,10400,11430,10170,9790,11200,10970,10720,10410,10250,11980,10650,11220,10950,12320,11420,11220,11060,12760,12950,11240,11680,14420,13930,11630,9830,10120,11320,11430,11490,11210,10270,10640
07/08/2023,11510,11530,10240,11430,10170,9790,11300,10970,10830,10360,10260,11980,10680,11220,10830,12320,11210,11220,10950,12530,12480,11090,11520,13910,14020,11600,9830,10120,10940,11490,11550,11140,10270,10580
08/08/2023,11240,11580,10120,11430,9970,9790,11220,10970,10590,10450,10240,11980,10650,11220,11190,12320,11210,11350,10950,12480,12380,11090,11620,14060,13930,11660,9830,10120,11320,11440,11530,11150,10270,10690
09/08/2023,11210,11590,9990,11400,10750,9790,11220,10970,10620,10260,10380,11980,10680,11220,10620,12320,11210,11220,10980,12370,12640,11090,11590,14440,13930,11570,9790,10150,10950,11370,11550,11280,10270,10640
10/08/2023,11370,11530,10350,11430,10750,9790,11220,10970,10520,10350,10200,11910,10680,11220,10810,12320,11210,11220,11020,12590,12420,11090,11520,14050,13930,11580,9830,10120,11170,11460,11550,11090,10270,10760
11/08/2023,11240,11530,10180,11430,10270,9790,11220,10970,10530,10350,10400,11910,11020,11220,10620,12320,11210,11350,10980,13070,12370,11090,11600,13920,13450,11540,9830,10120,10980,11340,11560,11010,10270,10680
12/08/2023,11390,11530,10350,11380,10170,9790,11220,10970,10530,10350,10240,12050,10680,11220,10530,12320,11080,11860,10900,12480,12430,11210,11540,13450,13930,11590,9790,10120,10870,11420,11550,11320,10280,10620
13/08/2023,11240,11530,10350,11430,10170,9790,11220,10970,10420,10370,10190,12050,10530,11220,10830,12320,11210,11890,10980,12530,12090,11090,11700,14770,14710,11330,9830,10100,11270,11140,11550,11100,10300,10570
14/08/2023,11300,11530,10350,11430,10170,9790,11360,10970,10590,10310,10420,12050,10650,11220,10780,12320,11210,11890,10980,12480,12390,11090,11660,14770,13930,11530,9830,10100,10980,11390,11550,11170,10280,10660
15/08/2023,11240,11530,10240,11430,10170,9790,11360,10970,10520,10290,10190,12060,10620,11220,11130,12320,11210,11280,10980,12530,11790,11340,11640,13740,14780,11530,9830,10210,10980,11280,11430,11100,10280,10660
16/08/2023,11300,11410,10350,11420,10170,9790,11310,10970,10640,10270,10280,12050,10680,11220,10700,12320,11210,11350,10980,12880,12280,11100,11600,14190,15030,11450,9890,10100,10970,11620,11470,11140,10280,10700
17/08/2023,11240,11410,10350,11550,10170,9790,11360,10970,10680,10300,10370,12050,10680,11220,10810,12320,11210,11860,10940,12530,12540,11090,11840,14720,14910,11530,9860,10100,11060,11400,11430,11110,10300,10580
18/08/2023,11440,11410,10350,11380,10170,9790,11360,10970,10530,10380,10200,11980,10530,11220,10530,12320,11210,10880,10980,12480,12420,11090,11550,13630,14750,11600,9890,10100,11060,11390,11600,11170,10280,10630
19/08/2023,11210,11410,10350,11380,10270,9790,11310,10880,10620,10310,10240,12050,10730,11440,10810,12320,10720,11810,10940,12480,12620,11090,11520,13910,14750,11630,9860,10100,11060,11220,11470,11210,10280,10590
20/08/2023,11210,11410,10350,11380,10270,9790,11290,10880,10530,10440,10190,11980,10650,11420,10740,12320,11210,11890,10940,12530,12180,11090,11700,13900,14750,11630,9830,10120,11060,11410,11540,10980,10300,10600
21/08/2023,11210,11410,10350,11380,10170,9790,11290,10880,10550,10320,10250,12050,10680,11220,10520,12320,11210,11220,11160,12760,12380,11090,11640,14050,14750,11510,9860,10100,11680,11370,11470,11120,10600,10640
22/08/2023,11240,11410,10240,11380,10170,9790,11290,10880,10730,10520,10170,12050,10710,11220,11320,12320,11210,10880,11120,12530,12380,11090,11600,15230,14720,11630,9860,10250,10880,11450,11470,11240,10280,10620
23/08/2023,11330,11300,10120,11430,10370,9790,11310,10880,10420,10210,10200,12050,10570,11220,11530,12320,11210,10880,10760,12530,12230,11090,11640,13940,14720,11610,9860,10100,11270,11490,11490,11310,10340,10640
24/08/2023,11210,11410,10120,11540,10370,9790,11290,10880,10600,10240,10270,12050,10680,11220,10610,12320,11230,11350,10770,12530,12420,11580,11820,14120,14180,11610,9860,10080,10880,11420,11570,11120,10330,10640
25/08/2023,11240,11410,10350,11540,10370,9790,11120,10880,10550,10230,10260,11980,10680,11220,11120,12320,11210,11350,10710,12570,12180,10980,11550,14050,14720,11730,9860,10350,11180,11450,11490,11030,10310,10620
26/08/2023,11240,11410,10400,11540,10740,9790,11120,10880,10510,10310,10240,12060,10680,11220,10610,12320,11210,11860,10810,12570,12990,10980,11620,13740,15060,11520,9860,10130,11020,11330,11490,11120,10470,10580
27/08/2023,11240,11410,10140,11490,10220,10270,11120,10880,10590,10300,10210,11980,10650,11170,10520,12320,11210,11890,10750,12570,12770,10980,11540,13920,15060,11560,9860,10130,11120,11480,11510,11070,10210,10440
28/08/2023,11210,11410,10120,11540,10270,9790,11120,10880,10570,10250,10140,11980,10560,11220,10700,11970,11160,11350,10750,12860,12210,10980,11620,14550,14720,11600,9860,10130,11180,11420,11490,11120,10320,10560
29/08/2023,11240,11410,10120,11540,10170,9790,11120,10880,10710,10250,10120,11900,10440,11220,10700,11970,11390,10880,10750,12680,12380,10980,11700,13930,14720,11540,9860,10130,11180,11420,11490,11120,10300,10620
30/08/2023,11240,11410,10250,11820,10170,9790,11120,10880,10530,10250,10190,11900,10600,11110,10700,11970,11160,11350,10750,12880,12210,10980,11670,14100,14870,11570,9860,10040,11240,11480,11380,11100,10300,10610
31/08/2023,11180,11410,10240,11540,10170,9790,11120,10880,10590,10260,10180,11900,10650,11110,11020,11970,11160,11890,10750,12880,12190,10980,11660,13860,14720,11660,9860,10220,11150,11350,11490,11220,10220,10600
01/09/2023,11270,11410,10350,11540,10170,9790,11120,10780,10560,10310,10220,11900,10390,11110,10830,11490,11160,11890,10780,13320,12430,11090,11810,14280,14720,11380,9860,10110,11150,11580,11490,11060,10310,10580
02/09/2023,11450,11410,10220,11540,10490,9790,11120,10780,10560,10310,10250,11900,10560,11110,10610,11490,11160,11860,10750,12540,12420,11110,11520,14170,15400,11570,9860,10110,11150,11270,11620,11140,10250,10640
03/09/2023,11240,11410,10220,11540,10170,9790,11120,10780,10580,10290,10140,12060,10520,11110,10520,11490,11170,10880,10970,12000,12250,11210,11670,14230,14720,11540,10960,10130,11060,11280,11560,11330,10250,10700
04/09/2023,11260,11410,10220,11440,10170,9790,11120,10820,10590,10280,10150,11900,10480,11040,10700,11490,11160,10880,10750,12680,12290,11090,11730,14070,14780,11410,9860,10110,10950,11180,11490,11090,10250,10650
05/09/2023,11210,11410,10110,11440,10170,9790,11120,10780,10680,10260,10120,11940,10480,11040,10520,11490,11160,10880,10750,12840,12260,11090,11610,14070,14880,11690,9860,10110,11160,11350,11490,11080,10250,10620
06/09/2023,11210,11410,10110,11490,10170,9790,11120,10780,10560,10230,10210,11900,10320,11040,10700,11490,11420,10850,10750,12640,12030,11090,11460,14080,14550,11540,9860,10110,11200,11250,11450,11130,10280,10500
07/09/2023,11140,11410,9990,11440,10170,9790,11290,10780,10560,10350,10270,11900,10440,11040,10810,11490,11160,11350,10750,12680,12250,11110,11570,14230,14550,11620,9860,10110,11170,11340,11490,11210,10190,10640
08/09/2023,11210,11410,10220,11800,10170,9790,11290,10780,10630,10270,10170,11900,10350,11040,10700,11970,11180,11510,10730,12680,12330,11100,11570,13780,14550,11570,9860,10110,11070,11350,11530,11010,10170,10650
09/09/2023,11210,11410,10220,11440,10170,9790,11290,10860,10710,10230,10170,11900,10480,11040,10650,11490,11160,11570,10750,12860,12280,11210,11620,13910,14550,11650,9860,10110,11040,11360,11530,11100,10160,10480
10/09/2023,11220,11410,10220,11440,10270,9790,11340,10780,10580,10250,10170,11900,10440,11040,10510,11490,11400,11410,10750,12680,12070,11210,11610,13910,14550,11580,9830,10120,11130,11360,11530,11400,10160,10600
11/09/2023,11250,11410,9990,11440,10170,9790,11340,10780,10680,10210,10120,11800,10440,11040,11360,11490,11270,11640,10810,12860,12320,11090,11570,14060,14550,11510,9860,10070,11230,11430,11530,11330,10140,10620
12/09/2023,11250,11410,9990,11440,10170,9790,11340,10820,10640,10200,10140,11900,10410,11040,10650,11490,11160,11160,10750,12680,12250,11090,11730,14190,14000,11650,9860,10070,11130,11430,11530,11330,10130,10740
13/09/2023,11250,11410,10110,11440,10170,9790,11410,10820,10660,10190,10170,11900,10480,11040,10690,11490,11360,11570,10810,12680,12280,10890,11570,14000,14550,11650,9860,10070,11130,11370,11490,11160,10160,10700
14/09/2023,11150,11410,10110,11440,10080,9790,11410,10780,10630,10280,10530,11820,10480,11040,10690,11490,11230,10870,10730,12680,12060,10890,11680,14110,14680,11580,9860,9990,11130,11430,11530,11230,10110,10590
15/09/2023,11260,11410,10110,11380,10080,9790,11380,10780,10570,10200,10090,11760,10520,11040,10920,11490,11160,11570,10750,12680,12290,10890,11540,14060,14960,11650,9860,10270,10850,11430,11670,11250,10070,10750
16/09/2023,11190,11410,10110,11440,10080,9790,11380,10820,10670,10200,10160,11900,10480,11040,11000,11490,11160,11470,10810,12700,12050,10890,11370,14060,14780,11680,9940,10070,11040,11420,11580,11150,10070,10540
17/09/2023,11120,11520,10220,11440,9980,9790,11380,10820,10630,10140,10240,11960,10440,11040,10510,11490,11210,10570,10810,12880,12320,10890,11740,14530,15290,11640,9920,10070,11130,11510,11530,11080,10070,10660
18/09/2023,11080,11410,10110,11440,9970,9790,11390,10820,10630,10190,10160,11900,10480,11040,10790,11490,11160,10830,10750,12700,12160,10870,11540,13930,14550,11440,9940,10070,11230,11450,11530,11090,10010,10670
19/09/2023,11040,11410,9990,11440,9980,9790,11280,10820,10610,10230,10120,11760,10430,11050,10620,11490,11170,10570,10750,12640,12050,10890,11620,14330,14780,11620,9920,10070,11130,11480,11550,11210,10070,10730
20/09/2023,11270,11970,10140,11490,10000,10000,11280,10820,10550,10170,10260,11660,10690,11070,10280,,11360,,10550,13330,11540,10860,12030,12000,13250,11660,10160,10090,11830,11450,11560,10920,10080,10520
21/09/2023,11050,11720,10220,11440,9980,9790,11280,10730,10620,10340,10200,11900,10350,10970,10790,11490,11160,11210,10710,12510,12250,10890,11550,13930,14550,11780,9920,10210,11170,11610,11530,11010,10070,10640
22/09/2023,11090,11410,10110,11440,9980,9740,11280,10730,10520,10170,10130,11900,10260,10970,10720,11490,11160,11210,10750,12700,12290,10730,11740,13920,14550,11650,9940,10170,11190,11520,11550,11070,10140,10640
23/09/2023,11010,11520,10110,11440,9980,9790,11230,10730,10630,10170,10130,11970,10440,10970,10780,11490,11160,11210,10780,12680,11450,10780,11670,13480,14780,11650,9920,9980,11440,11720,11550,10970,10130,10710
24/09/2023,11100,11520,10500,11440,9980,9790,11360,10730,10560,10100,10160,11900,10400,10970,10780,11490,11160,11550,11100,12680,12330,10860,11660,13740,14680,11790,9940,9960,11230,11480,11550,11100,10130,10620
25/09/2023,11100,11520,9990,11440,10080,9790,11330,10730,10810,10250,10120,11680,10520,10970,10910,11490,11160,11410,11100,12860,12040,10760,11560,12940,14960,11810,9940,9940,11130,11540,11750,11020,10130,10650
26/09/2023,11150,11830,10350,11440,9980,9790,11340,10730,10640,10170,10150,11510,10400,10970,11340,11490,11160,11210,11050,12880,12250,10760,11810,14710,14550,11680,9940,9940,11130,11510,11550,10950,10130,10650
27/09/2023,11140,11080,10240,11440,9970,9790,11340,10730,10590,10180,10160,11680,10440,10970,10910,11490,11520,11210,10980,12680,12290,10780,11590,13740,14780,11450,9940,9820,11070,11450,11550,11010,10130,10560
28/09/2023,11140,11520,10240,11440,9980,9790,11340,10730,10690,10150,10060,11680,10440,11010,10650,11490,11360,11410,10980,13000,12280,10760,11700,14710,14960,11680,9940,9920,11160,11680,11510,11100,10160,10610
29/09/2023,11140,11520,10120,11440,9980,9590,11340,10730,10560,10190,10220,11680,10480,11010,10570,11490,11250,11210,11060,12680,12290,10780,11620,14350,14550,11650,9940,9930,11040,11560,11550,11360,10100,10630
30/09/2023,11120,11520,10400,11440,9980,9790,11360,10730,10660,10270,10260,11730,10480,11010,10740,11490,11240,10570,11180,12680,12330,10840,11590,13630,14500,11760,9940,9890,11070,11630,11850,11000,10070,10480
01/10/2023,11140,11520,10350,11440,9980,9790,11360,10730,10590,10080,10340,11680,10400,11010,10740,11490,11160,11410,11060,12680,12290,10870,11490,13120,14730,11580,9940,10410,11010,11430,11510,11270,10080,10630
02/10/2023,11130,11520,10400,11440,9980,9790,11350,10820,10630,10170,10310,11680,10390,10970,10740,11490,11180,11210,10900,12680,12780,10890,11540,13510,14500,11620,9940,9980,11050,11240,11760,11040,10070,10570
03/10/2023,11140,11940,10280,11440,9980,9790,11380,10730,10610,10180,10410,11680,10480,10970,10500,11490,11220,11060,10900,12680,13030,10780,11560,13780,14500,11650,9940,9980,11010,11430,11670,11040,10040,10600
04/10/2023,11110,11520,10120,11440,9980,9790,11370,10730,10610,10130,10240,11680,10320,10970,10700,11490,11160,11210,10940,13080,12890,10890,11510,13780,14890,11460,9980,9940,11050,11460,11840,10920,10040,10580
05/10/2023,11180,11520,10350,11490,9980,9790,11350,10730,10590,10220,10230,11680,10440,10970,11420,11490,11160,11210,10980,12640,13030,10890,11580,13780,14350,11600,10010,9980,11050,11900,11620,10930,10040,10510
06/10/2023,11180,12210,10240,11440,9980,9590,11350,10730,10650,10150,10260,11680,10480,10930,10780,11490,11160,10570,10980,12820,12980,10770,11360,13740,14050,11640,10010,9980,11050,11410,11680,10900,10040,10580
07/10/2023,11140,11520,10140,11440,9980,9590,11580,10730,10630,10150,10260,11680,10480,10930,10610,11490,11180,11410,10980,12760,12880,10890,11430,13780,14050,11640,9980,10060,10900,11530,11590,11210,10040,10620
08/10/2023,11140,11830,10350,11440,9980,9790,11410,10730,10660,10130,10240,11680,10440,10930,10750,11490,11160,11410,10980,12970,12780,10990,11590,14080,14430,11620,9980,10030,11050,11330,11620,11040,10010,10620
09/10/2023,11050,12150,10350,11440,9980,9790,11410,10730,10750,10150,10210,11740,10400,10930,11130,11490,11160,11210,10980,12730,13540,10780,11490,14370,14050,11670,9980,10030,11050,11550,11620,11130,10070,10570
10/10/2023,11050,11830,10220,11280,9980,9790,11410,10730,10660,10130,10310,11750,10440,10930,10780,11490,11160,11210,10980,12510,12770,10890,11640,13930,14050,11670,9810,10030,11050,11390,11620,11260,10010,10610
11/10/2023,11100,11830,10120,11430,9980,9650,11520,10610,10580,10130,10120,11440,10480,10930,10980,12000,10410,11070,11120,13110,12230,10860,11180,14710,14700,11560,9980,10020,10910,11270,11930,10730,10120,10350
12/10/2023,10980,12260,10220,11490,9980,9790,11410,10730,10770,10200,10190,11750,10320,10870,10830,11490,11020,11210,11060,12860,12780,10890,11460,13920,14430,11610,9770,9910,11050,11080,11630,10900,9960,10570
13/10/2023,10980,11700,10220,11440,9970,9790,11370,10730,10620,10100,10230,11810,10370,10870,10780,11490,11020,10880,11020,12680,12880,10890,11620,13680,14620,11710,9640,10070,11050,11340,11690,11110,10070,10490
14/10/2023,10980,11700,9990,11440,9980,9790,11370,10730,10610,10170,10200,11750,10300,10870,10890,11490,11020,10620,11120,12680,13030,10820,11550,13680,14110,11610,9770,9910,11140,11480,11620,10970,10070,10520
15/10/2023,10980,11700,9990,11490,9980,9790,11320,10730,10640,10200,10170,11750,10320,10930,11150,11490,11020,10880,11020,12680,12870,10820,11530,14060,14110,11580,9640,9950,11120,11420,11620,11180,10070,10500
16/10/2023,11020,11700,10110,11440,9980,9790,11320,10730,10740,10140,10110,11680,10410,10790,10610,11490,11020,10880,11020,12520,12880,10680,11520,13930,14110,11670,9570,9830,11050,11320,11690,11080,10070,10460
