Date,USDIDR Close,Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
2023-05-20,14940.90713,72.49227117,-0.060001549,3.376171085,-10.61176207,162.8149674,2.580484222,3.729015319,-0.082029871,24.53559166,0.665066281,599.9992621,-2.069874594,21410,30850,29880,19390,23720,37420,39610,18910,32580,24930,27140,47790,50980,59320,53040,60630,34790,56130,27960,55320,60920,35150,59060,72440,66340,26800,30750,31630,32630,49450,40360,23000,26020,18480
2023-05-21,14939.49358,72.7389755,0.744472089,3.366446519,-12.56851027,162.4532522,2.111969954,3.726959071,-0.248992085,24.56254565,0.412454927,597.7217866,-1.231342011,20330,30850,30460,20170,22680,37420,40740,19500,33070,25000,27260,48980,54780,58870,49650,57850,33150,45390,27200,58860,64150,35910,60060,66160,67820,28080,31130,32220,33050,46570,41830,23410,26880,17740
2023-05-22,14918,72.05,0.5,2.551,-5.76,160.35,-1.17,3.673,-1.4,25.99,0.81,606.25,0.21,19920,31510,29100,20170,22680,39020,40740,19130,33770,23900,26300,49470,51530,58180,50510,59920,32180,48440,26960,59360,64840,39890,60760,63390,69100,28490,31220,32040,35930,46520,43090,23650,26580,18170
2023-05-23,14886,72.85,1.11,2.489,-2.43,160,-0.22,3.551,-3.32,25.81,-0.69,622.25,2.64,20280,31810,29380,19560,21240,40440,37980,19070,34180,24250,26700,49070,54030,58080,51550,60000,32860,45140,27190,58790,67540,37570,62400,70050,65620,27550,30920,32830,35250,46780,42110,23260,26180,18620
2023-05-24,14895,74.29,1.98,2.566,3.09,160.25,0.16,3.527,-0.68,25.49,-1.24,606.25,-2.57,20390,32800,29380,19730,20480,38340,37360,19060,34300,23700,26110,47650,53390,58460,51650,61790,32860,44570,26430,58170,67650,36930,59250,66080,68500,27070,30920,32490,36110,48930,43730,23620,26090,18500
2023-05-25,14945.90039,71.93,-3.18,2.476,-3.51,160,-0.16,3.565,1.08,24.83,-2.59,604.25,-0.33,20950,31810,31770,19810,19330,37590,36540,18790,33460,22950,26830,48150,53320,59390,49940,60730,33560,46490,26610,57290,66410,37380,57890,71430,69700,27820,32090,32090,35040,49160,42020,24370,26180,19590
2023-05-26,14970,72.76,1.15,2.417,-2.38,160,0,3.59,0.7,25.37,2.17,616,1.94,21740,30970,30320,19710,19710,35950,37810,19500,33640,23120,26020,46160,53690,59080,50830,59920,32300,47130,26410,53410,65430,37130,56700,66170,70860,27650,31270,32510,35720,48650,42880,24250,25280,19730
2023-05-27,14969.9743,72.50561227,3.58235457,3.308861967,12.10558404,152.7717984,-2.667309353,3.714924564,-0.639353118,24.70831002,0.449639517,621.2997167,2.980391636,22210,30670,30650,19710,20340,36080,37750,20260,33720,23960,27170,46850,53160,58740,50920,59920,33340,50880,25450,51670,67910,36700,58760,65310,70220,26780,32750,33180,35500,48910,41930,24790,25090,20300
2023-05-28,14952.67455,73.22,0.63,2.435,0.74,146.7404353,-6.433277698,3.71296931,-1.343163333,24.72994415,0.577860097,616.88,0.14,22620,30970,31510,19850,23750,36080,37780,19510,33540,23380,26680,45500,52990,58980,49450,60730,31900,45940,26000,54970,64290,35840,56930,66170,72300,27150,30970,32490,35820,47370,41510,24050,25560,19820
2023-05-29,14948,72.87,-0.48,2.349,-3.53,140.65,-12.09,3.585,-0.14,24.75081831,0.484908906,602.6319605,-3.761064453,23810,30710,30580,20040,23250,36870,40010,18820,32990,23880,25670,48510,50270,59610,55100,64410,32150,43950,25610,54860,67110,36220,57080,67180,73160,27560,31920,32680,36820,49010,42290,24520,25470,20750
2023-05-30,14960,69.6,-4.49,2.416,2.85,135.1,-3.95,3.43,-4.32,25.33,-0.16,591,-4.2,23440,29900,30580,20130,22870,36000,36990,19580,32550,23910,26400,48930,50230,59350,48580,61020,33340,38330,25610,53130,69700,36890,57660,65750,70870,28270,32060,31750,37790,48760,43180,24640,25780,21510
2023-05-31,14979,68.24,-1.95,2.358,-2.4,135,-0.07,3.255,-5.1,25.06,-1.07,594.25,0.55,25850,29370,30580,19580,23020,35770,39150,19770,32510,23160,26040,49340,50210,57870,51480,59580,34820,47160,26110,56290,68200,36070,56230,71740,71230,28430,32900,31290,37440,48170,42790,24680,25740,22220
2023-06-01,14984,70.2,2.87,2.273,-3.6,130.15,-3.59,3.32,2,24.88,-0.72,610.75,2.78,25350,29370,31180,20320,22020,34980,39960,19690,32580,23310,25540,51040,49470,58100,50940,61630,33390,46100,26550,56290,65500,36500,55590,69620,73280,27740,32380,30740,37470,47390,40450,25710,25430,21900
2023-06-02,14907,71.84,2.34,2.299,1.14,131,0.65,3.416,2.89,24.73,-0.6,619,1.35,25710,29370,30910,20000,22390,36320,39420,20610,32070,23610,25810,48660,49470,58890,48280,59760,34900,44120,26210,56290,64790,36070,54680,70070,73320,28210,32060,30990,37460,47760,41580,25440,25370,21990
2023-06-03,14917.50502,70.6935218,3.775181097,3.243332821,3.459243443,138.0694044,9.439980363,3.701540768,-11.75993495,24.84378941,-1.475307514,622.2337704,1.630643152,25670,29370,31180,20000,22610,34100,36920,21200,32700,23470,26140,50040,48330,59110,48620,59760,37780,42460,26210,54580,58490,36500,56880,68540,77220,28570,31900,30540,36140,46830,41850,25780,26120,21660
2023-06-04,15009.27227,71.23784069,3.130516063,3.234116818,4.227742412,140.532208,10.36800105,3.699686508,-16.97765974,24.86010369,-1.305649951,621.974022,1.085904746,25100,30710,31180,20620,24490,36120,38800,20890,33310,23270,26150,49830,46640,59110,48080,61020,38320,54710,26260,57190,64930,36500,55780,74520,73990,28710,31110,30320,35980,45780,36580,25610,27590,21930
2023-06-05,14983,72.26,0.58,2.366,2.91,137.75,5.15,3.697846676,-13.4101568,24.4,-1.33,624,0.81,25360,30710,31070,21850,24600,35740,35160,21220,31680,23930,26000,51670,47310,59740,47720,60810,37570,48030,25840,56160,60930,34880,56280,72230,73230,29110,32100,29630,36070,48430,38050,26430,26710,22150
2023-06-06,14849.5,71.85,-0.57,2.381,0.63,134.45,-2.4,3.356,-1.76,24.58,0.74,627.75,0.6,24930,31850,32130,21010,24760,36970,37410,21530,32470,23740,25620,52620,46660,59700,44360,57450,37570,54590,28470,55740,62970,34880,54800,74270,73210,29090,32270,29460,35040,48390,38930,26050,26780,22370
2023-06-07,14872,72.64,1.1,2.433,2.18,136,1.15,3.411,1.64,24.5,-0.33,616.75,-1.75,27610,31280,32130,21800,25890,34800,36160,21140,32810,23890,25430,52950,49730,59200,49830,59760,36540,51970,26970,52140,64390,34880,53850,70100,74740,29050,32270,29390,36120,46620,40090,26060,29480,22060
2023-06-08,14889,71.44,-1.65,2.434,0.04,136.25,0.18,3.375,-1.06,25.48,4,626.25,1.54,26290,31470,32130,22290,25890,34960,37280,21300,33330,23980,26040,53090,49450,60330,48900,60730,37680,42950,27030,51500,64910,34350,55560,70650,76130,28870,32270,29800,36110,51430,40170,26220,29080,22260
2023-06-09,14836,70.33,-1.55,2.331,-4.23,135.7,-0.4,3.478,3.05,25.38,-0.39,630.25,0.64,25290,31850,31510,23210,26890,36240,37450,21830,32800,23320,26580,55250,49780,61210,50310,62250,37200,52350,27850,52850,65180,32770,53110,72030,75130,29390,32340,28830,35190,50740,39200,26890,27520,22290
2023-06-10,14803.7132,69.38176464,-9.205447702,3.179583647,-0.554013124,136.0847032,-0.524512136,3.68886393,-4.512250121,24.94202983,-1.198772597,632.1386993,1.346238273,25780,31850,32670,22940,24600,35740,38190,21820,32690,24110,26220,59390,48640,59600,50070,60780,37360,42950,28420,52380,68740,33370,57100,68680,74830,28930,31210,29730,35670,50490,39790,27480,27420,22390
2023-06-11,14806.39559,68.86357973,-9.082641726,3.170621927,0.835285617,135.0620246,-1.089845286,3.687110665,-5.847152136,24.95302426,-1.788184071,632.3774981,1.120373328,26440,31850,32000,22290,23520,35800,40250,22290,32550,24230,26820,58560,50430,60920,45660,59580,37670,51840,28460,52960,61610,32270,57150,67790,73180,29770,31580,28930,35760,49160,40590,26900,27890,22500
2023-06-12,14833,67.29,-4.32,2.336,0.21,134,-1.25,3.382,-2.76,25.47,0.35,633.75,0.56,26750,31850,31930,22930,22680,35740,37440,22220,32470,23670,26540,58040,47690,59550,49500,60730,38570,53320,28610,54270,66750,33210,55750,66890,72910,30870,30780,29160,33180,49720,42220,27090,27620,23380
2023-06-13,14871.5,69.58,3.4,2.407,3.04,132.25,-1.31,3.441,1.74,25.16,-1.22,636.25,0.39,26520,31410,31240,24460,22900,36810,33860,23010,32540,23820,25590,58120,49960,59640,49260,61630,38140,50960,29160,53410,68200,33120,55420,72130,73310,31140,31580,28830,31240,48220,40690,26510,27370,22960
2023-06-14,14869,68.46,-1.61,2.413,0.25,132,-0.19,3.478,1.08,25.84,2.7,630.25,-0.94,26760,28110,31850,24580,20910,35870,34520,23100,32580,24210,25920,56660,50830,58680,50310,60730,37720,52450,29090,52970,66240,33630,54800,70020,72420,30860,30950,28890,34090,48380,41430,26800,29360,22630
2023-06-15,14909,70.81,3.43,2.609,8.12,135.95,2.99,3.519,1.18,26,0.62,661.5,4.96,26700,27890,31400,25140,20000,37270,35280,21950,30350,24170,26250,62660,48710,58680,49360,59760,37810,52060,28520,54740,65990,33350,55420,70020,71030,31240,30950,29150,34020,47260,41930,26550,28940,22560
2023-06-16,14897,71.93,1.58,2.721,4.29,128.45,-5.52,3.785,7.56,26.43,1.65,688,4.01,26770,27510,30800,25100,21320,35720,34820,22310,31580,23820,25550,63120,47540,58210,51400,60730,38860,52450,28800,55360,64560,31820,52770,71190,71900,30900,31020,29160,33560,46250,42580,26810,28060,22500
2023-06-17,14883.01107,71.31255277,1.071922419,3.117614446,-18.51107397,129.9102249,-6.105168459,3.676894051,7.262908956,25.00303128,1.493071204,696.4456001,2.15556106,26980,27890,31400,25420,21320,34410,35960,22500,31270,23300,25640,65360,48340,57490,49410,62630,38410,52240,29590,55020,67920,31330,54160,69460,74310,30720,31010,28220,34400,46320,42860,26500,28100,22900
2023-06-18,14882.47285,71.47,-0.64,2.602,-4.37,129.3336156,-5.051251952,3.675241779,5.57302439,25.00870585,0.999277492,684.8429799,0.779709832,26020,27890,31850,26710,20560,34240,35140,22420,31500,23700,26960,65830,47670,57750,48040,63510,39850,50670,30370,55840,61480,31330,57690,69550,72380,30470,30580,28040,33320,45790,43640,25720,27400,23000
2023-06-19,14928,71.31,-0.22,2.643,1.58,128.35,-0.08,3.766,-0.5,25.01362045,0.180013074,676.8739945,0.586453107,27310,27890,30220,26140,20560,34840,36570,23190,31260,23580,25120,64390,46630,57500,49420,63240,38290,51660,30580,57420,72320,31330,53490,73550,75150,30710,30580,28400,34360,46550,45110,26380,27410,23220
2023-06-20,15008,71.19,-0.17,2.57,-2.76,126.55,-1.4,3.737,-0.77,26.22,-0.79,695.75,1.13,27030,27050,31400,26660,21910,34220,37950,22990,31190,22990,25390,65420,47040,57030,49890,65080,38290,53320,30660,57440,72140,30760,53360,72030,75970,30460,31920,28050,34150,45180,43970,26190,28710,23170
2023-06-21,15016,72.52,1.87,2.677,4.16,124.15,-1.9,3.631,-2.84,25.88,-1.3,734.5,5.57,26990,27050,29960,26960,21040,34070,38230,23060,31700,22970,25180,63600,46970,55980,47860,66410,38770,49840,29730,57880,71610,31330,53290,76570,77820,30460,31920,28080,34900,45540,45160,25780,29150,22880
2023-06-22,14943,69.63,-3.99,2.704,1.01,125.75,1.29,3.582,-1.35,24.93,-3.67,739,0.61,27860,27430,32320,27190,24300,34540,39040,22530,31360,23220,25540,61860,46930,55410,47960,63380,37900,46460,29230,60430,72470,32130,54220,86210,77530,29620,32260,28530,36820,46470,47700,25240,29350,22900
2023-06-23,14935,69.32,-0.45,2.843,5.14,125.5,-0.2,3.644,1.73,24.18,-3.01,733.25,-0.78,28080,26820,31510,27190,24300,35620,40880,22830,31940,24360,26360,64000,48560,55410,49060,63380,37310,42450,28260,67330,71960,31480,56840,79720,83130,29140,33940,29120,35840,47970,46560,24840,30060,22200
2023-06-24,14938.72684,69.60408247,11.76310266,3.057425217,6.619702433,124.2875597,0.743006344,3.665631131,2.752112105,25.02679375,-2.952288625,734.5442707,-3.490080803,27880,27430,32040,26880,23560,34710,40880,23980,32840,24710,26710,60940,47560,56410,46870,63410,36450,51460,29490,72940,75480,32770,51560,75120,77680,29120,36110,30970,35920,47250,45970,26070,29890,22140
2023-06-25,14947.57545,69.26396505,11.96725797,3.048972059,5.795326569,124.2726932,0.472176623,3.664079853,2.849158992,25.02714848,-2.852133242,740.7259443,-3.470427664,28510,27050,33590,27390,28370,37290,40740,24350,33690,26950,27760,59240,47660,56410,47800,63160,39200,53160,29450,67900,75790,31440,54600,74480,82170,30180,37730,32190,36290,48710,45900,27190,32660,22680
2023-06-26,14987,69.54,0.32,2.892,1.72,125.5,0,3.739,2.61,23.72,-1.9,724.25,-1.23,28980,27050,35930,28280,28610,37290,41180,26550,35500,29190,29390,62410,49000,56900,49880,67200,41150,48400,33510,62910,73830,32260,50890,78470,80700,30350,37420,33160,38910,49720,49930,28840,35730,25240
2023-06-27,15039,67.9,-2.36,2.789,-3.56,127.9,1.91,3.685,-1.44,23.03,-2.91,685,-5.42,34050,32770,39260,28970,29910,39900,42930,29440,38300,30500,30440,59320,49020,57890,52040,66280,45260,55920,35250,69070,75120,32210,51170,74600,83810,34120,38930,33260,42930,51160,50690,31920,38540,26550
2023-06-28,14982.5,69.73,2.7,2.668,-4.34,127.9,0,3.751,1.79,22.57,-2,655.75,-4.27,33250,34710,39920,31930,28370,40450,40190,33210,40390,30510,30650,61130,49190,60300,54780,67350,45830,51070,36080,68760,77740,34480,54720,75470,88000,37430,42180,34870,44890,51590,50660,35990,39330,28960
2023-06-29,14981,70.02,0.42,2.691,0.86,127.9,0,3.658019019,3.176761086,22.07,-2.22,653,-0.42,32650,32770,41000,32190,29580,38690,40350,29740,41480,30580,30380,62790,50710,60300,59330,70930,46410,51380,37220,69730,77200,36470,53760,70640,89070,38120,35000,34230,45120,52780,50120,36300,38960,31910
2023-06-30,15064,70.78,1.09,2.774,3.08,128.05,0.12,3.751,0,22.89,3.72,636.25,-2.57,35680,32770,39670,32660,30850,39900,40950,35560,41160,30210,31390,59330,51760,60900,54560,66490,47630,51950,36910,74530,78980,33430,54150,74380,86560,39430,40660,33830,49490,49250,52720,36060,38530,30740
2023-07-01,15065.86698,70.10996439,-1.903577736,2.999015959,0.216403893,133.3778693,20.64958478,3.655075168,-2.50492354,25.01331726,4.321224552,624.373735,-4.35690523,36090,32770,40430,33920,30850,39120,49500,37740,42090,30910,31800,59830,50240,60140,57960,64470,47410,50970,36660,68940,79480,33430,53280,73630,83340,43550,42200,33800,45950,49530,54220,38580,40690,33280
2023-07-02,14987.00197,70.54676458,-2.530742953,2.990817084,-0.850022361,139.3238567,24.58770903,3.653624885,-1.207045964,25.00835213,4.777615092,620.3911273,-3.363804863,37650,32770,40760,35700,30850,41140,48680,37060,41810,30630,31180,61760,49260,58940,59850,63590,47130,57890,36600,67990,79890,34680,55660,71240,81190,43100,38260,34130,46020,49470,54850,39040,41010,33510
2023-07-03,14986,69.91,-1.23,2.702,-2.6,148.05,15.62,3.945,5.17,23.32,1.88,628.5,-1.22,38200,32770,39150,35440,29920,40690,49170,34210,40980,28960,30670,61040,48380,58300,63630,68420,46320,57200,37460,72100,84050,34400,50820,75470,82440,41470,40090,33300,47230,50370,55070,40340,40520,35800
2023-07-04,15056,71.06,1.64,2.751,1.81,143.15,-3.31,3.815,-3.3,24.99614193,1.108767589,649.7243541,2.7283723,38410,33360,37250,36240,26120,41410,48410,35100,40040,29240,29970,60810,49120,59370,62820,67600,44380,56980,36510,70760,84130,33950,50470,74070,81500,43960,36890,33640,48190,52090,54530,39130,38570,36050
2023-07-05,15010,71.88,1.15,2.643,-3.93,144.8,1.15,3.8,-0.39,23.53,0.9,662,5.33,38710,34400,36460,35610,27510,41090,51410,32920,39800,28210,29050,57800,49470,58600,62760,68340,45410,52310,37000,76990,84950,32450,52790,71640,81050,42750,36000,32550,51740,50530,53880,38630,37480,34880
2023-07-06,15077,71.79,-0.13,2.599,-1.66,139.65,-3.56,3.844,1.16,23.25,-1.19,647,-2.27,38820,30950,36060,35730,27350,43060,53790,31210,38800,27360,28140,56750,51590,58740,60960,69360,43300,57220,35200,75750,85810,32550,52850,75090,79240,43370,34880,32600,51790,50490,54130,36390,35990,34040
2023-07-07,15189.2998,73.77,2.76,2.57,-1.12,138,-1.18,3.757,-2.26,23.53,1.2,639.5,-1.16,38420,31720,35410,34990,27510,42090,53790,30570,38160,27100,28120,59020,52360,60800,58090,68340,42200,57820,34090,71740,81740,32590,53000,74340,79640,43080,34780,31400,50750,50700,52830,36130,35360,33090
2023-07-08,15201.1581,73.20502049,-1.81024239,2.942386674,0.885654364,138.2306673,-1.40125323,3.645226165,2.212354062,24.96260179,0.158832101,633.1934662,-1.190039321,36920,33360,35770,34050,27510,41690,51110,29650,37910,26470,27210,61330,52780,58840,57000,63890,44020,51400,34770,79460,82730,32320,52740,69030,80140,46850,33080,31150,49400,50320,52690,36060,35350,33120
2023-07-09,15121.13353,73.6543056,-2.738705199,2.93444208,2.456833818,137.4427539,-1.016551267,3.643876875,3.936760782,24.95231681,0.350265674,629.5316975,0.013929821,37100,33010,36700,34470,26210,40720,49650,30970,37860,25710,28090,60500,53340,58300,57160,64900,43860,55910,34280,79530,82990,31740,51740,65320,79110,45760,34000,31090,49830,49840,51620,36830,35390,32460
2023-07-10,15128,72.95,-1.11,2.641,2.76,133.7,-3.12,3.843,2.29,23.44,-0.38,636.25,-0.51,36190,31560,33030,34010,26070,41660,47150,31220,37750,25720,28010,58530,50170,58280,55840,65890,43770,54040,34460,71310,77610,31380,50180,70770,76990,45710,34000,31350,48400,49520,51280,37160,35040,33610
2023-07-11,15216,74.71,2.41,2.692,1.93,131,-2.02,3.815,-0.73,23.53,0.38,649.5,2.08,36620,31560,33860,34060,25900,40940,43310,30350,36670,26130,27020,53860,48990,58280,56100,64920,43670,56550,34650,74170,78120,32450,51070,70060,83660,44860,33850,30400,47680,50430,51990,36530,35990,33600
2023-07-12,15156.7998,75.54,1.11,2.597,-3.53,129.05,-1.49,3.847,0.84,23.91,1.61,621.25,-4.35,36380,31110,34360,34180,23970,41250,42280,30220,35920,26200,26950,54650,47540,58250,53290,68270,40840,54470,35140,74700,74880,32290,51420,71090,78960,44060,33850,30060,45740,48450,51360,37820,35160,32730
2023-07-13,14928,76.76,1.62,2.534,-2.43,128,-0.81,3.786,-1.59,24.01,0.42,627.5,1.01,35490,27890,33860,35150,23580,39450,42350,30530,36000,25580,27070,54480,46390,57990,53460,69290,41490,53540,34640,72200,74840,32290,52630,71210,82170,43100,33650,29980,44480,49130,50100,37500,35400,33120
2023-07-14,14954,75.32,-1.88,2.53,-0.16,131.65,2.85,3.818,0.85,24.32,1.29,641.5,2.23,35930,27890,34870,35240,23580,38680,42760,32400,35890,25880,26950,55400,48840,57870,52960,69290,41620,56380,34160,70340,74120,31090,52550,72580,82360,42300,32440,28780,42460,49590,50370,37860,36290,33320
2023-07-15,14973.55059,75.59244158,-2.684928766,2.887537362,-4.263152482,129.1882455,2.932806079,3.636084119,1.414504398,24.87464735,0.413719281,648.7270283,4.134814224,34840,27890,34750,35240,23720,39200,40080,33030,36000,27180,27120,55610,48260,56930,51910,66030,43040,56380,34370,71040,69390,30620,54090,62570,77230,41350,31330,28500,45260,51360,47500,38420,35330,34370
2023-07-16,14949.01126,75.70439865,-2.252999283,2.879847049,-3.892375172,129.6326619,2.525876949,3.634835824,1.192523249,24.85904252,-0.361954204,648.1742186,4.045550537,35580,27890,34210,35570,23200,39020,41290,32230,35530,25910,27100,54730,48370,57750,50980,67010,42550,57830,33620,69380,69150,30530,54380,69560,82050,43910,31700,28540,44200,47500,46070,39250,35740,34380
2023-07-17,14951,74.08,-1.65,2.504,-1.03,131.1,-0.42,3.885,1.75,23.8,-2.14,653.75,1.91,36450,28470,34750,36010,21390,38570,39770,30710,35290,25890,27330,55760,48870,57210,56420,67190,44520,57600,34080,65970,69390,30060,53750,73600,74860,44710,31700,27760,44350,48270,45970,40990,37130,34360
2023-07-18,14982.5,75.66,2.13,2.618,4.55,134.35,2.48,3.851,-0.88,23.86,0.25,670.75,2.6,36040,29210,31770,35830,22190,38570,37910,30540,34930,26460,26760,54510,49410,56260,57420,66120,45830,57600,31150,67250,69660,30060,53170,71640,75700,44250,28000,28050,41860,47540,45300,39960,37640,33850
2023-07-19,14986,75.29,-0.49,2.585,-1.26,132,-1.75,3.631177504,2.446435463,24.21,1.47,727.75,8.5,36200,28160,32030,36300,22370,38260,37240,31330,34860,26690,26200,54350,48790,57120,59810,65620,44150,59330,31310,65550,64560,29810,54430,70270,75410,42820,31060,28100,40070,46100,43140,40470,37450,32840
2023-07-20,14992,75.65,0.48,2.731,5.65,132,0,3.992,3.66,24.67,1.9,727,-0.1,35140,28530,32040,36170,22680,37930,37580,29230,34050,27010,26280,56190,48790,58820,54140,64580,44930,53590,31180,66860,72110,30300,53830,72480,73770,41940,30880,26920,41550,44100,40220,39630,35900,32950
2023-07-21,15051.5,76.78,1.49,2.707,-0.88,133,0.76,3.993,0.03,25.01,1.38,697.5,-4.06,35560,28140,31510,35410,22110,40580,36480,30150,34270,26380,26250,57840,48780,57590,51780,65620,44530,56080,31270,65000,69700,31790,53100,68190,75280,40700,31650,26630,38330,45940,40170,39190,36300,32810
2023-07-22,15068.33159,76.71004594,2.608282312,2.834468021,-15.18516966,132.8775625,0.178048041,3.627649033,2.328146778,24.75361396,0.784384274,699.2081117,7.040625277,34680,27930,31180,34780,22320,37420,37810,30560,33340,26770,26180,57410,47700,58710,52700,64490,45170,58910,30700,66710,68770,31790,52340,66310,72270,40870,31220,26010,38450,44210,39620,39070,36020,32640
2023-07-23,15036.59727,77.10739526,2.718780355,2.82703199,-15.74107598,133.1441589,0.386959793,3.626501731,2.077550762,24.73788929,0.198477829,733.7709469,11.29277946,34410,27930,31180,34650,25070,38720,38930,30190,33290,26760,25850,56060,47210,58170,49320,64490,43310,56430,31390,66360,66200,32660,55490,68190,72820,40300,31340,26760,39280,44100,40480,38130,35180,31620
2023-07-24,15018,78.4,2.11,2.688,-0.7,133.1,0.08,4.092,2.48,24.92,-0.36,757.5,8.6,34910,28570,31180,34280,25070,37420,38280,27940,33340,27080,27370,56990,47560,57280,51570,65620,41560,59340,30340,65330,69040,30000,52490,71520,71610,39080,31340,26090,39600,43850,39610,37550,35310,29780
2023-07-25,15021.5,79.2,1.02,2.747,2.19,134,0.68,4,-2.25,24.69,-0.92,760.25,0.36,34730,27240,30380,33750,24600,37590,35570,26580,33820,27170,26020,55130,47790,58540,50190,66600,41940,55030,30520,65950,70100,30070,52270,69430,69910,37440,31370,26280,40260,44770,36130,36390,34350,29470
2023-07-26,15032,78.4,-1.01,2.693,-1.97,134,0,3.987,-0.33,24.39,-1.22,720,-5.29,33440,29350,31510,31950,24600,37420,35030,26670,33700,25950,26310,55620,46480,58170,50290,64580,41900,55030,30640,63850,69310,30530,55550,71770,71610,37770,30210,26050,40790,42190,38810,37110,34140,29090
2023-07-27,15007,79.63,1.57,2.595,-3.64,134,0,3.922,-1.63,24.43,0.16,712.75,-1.01,32760,29480,32810,32360,24600,38260,34520,25260,33820,26350,26470,54560,47430,57880,51640,61620,41200,54700,30060,66410,67510,30060,52610,71730,71610,38680,30060,26780,39150,40500,37320,35540,33350,29940
2023-07-28,15095,80.18,0.69,2.753,6.09,134.45,0.34,3.872,-1.27,23.92,-2.09,704.25,-1.19,32810,27930,31180,32360,24170,39020,36070,26840,33550,25860,26150,55390,49030,57660,50790,66600,41390,52500,30000,66030,66350,29560,53590,71030,69060,38510,28960,26850,39520,40540,38060,35440,32690,29640
2023-07-29,15131.14927,80.09053401,1.522898132,2.783178653,11.82049127,134.9308741,-0.066537334,3.619920905,-1.658802655,24.67126189,0.209539192,693.4649262,-7.676508308,33320,30340,31790,32390,24170,39150,35410,27920,33620,26070,26120,55320,48140,58150,51640,64410,42270,55630,30950,67170,69960,29110,54400,68920,69060,36280,28080,26480,38670,39630,38890,35550,33300,28760
2023-07-30,15100.77675,80.49398953,1.271143556,2.775996904,10.22274041,135.791236,0.680967951,3.618874597,-1.515443264,24.66477743,0.568059944,679.5927498,-9.085504492,32590,30340,31790,32250,23310,38790,37270,27030,32810,26730,26500,55770,49030,57630,52940,64410,40200,54060,31820,68580,70400,31130,52980,70030,70220,37640,27030,26690,37040,40710,37980,33890,33770,29060
2023-07-31,15088,81.32,1.42,2.741,-0.44,137.3,2.12,3.792,-2.07,24.11,0.79,665.75,-5.47,31610,31360,33030,31870,23310,37930,37150,26570,33480,26550,26380,54420,47880,57080,53040,64580,41140,57460,31670,67070,67490,30340,52050,77430,69390,35230,28290,26890,38390,39350,38470,32890,34940,28830
2023-08-01,15104,80.92,-0.49,2.672,-2.52,134.35,-2.15,3.774,-0.47,24.39,1.16,652.25,-2.03,31710,29990,34240,30960,23310,39100,38760,25430,33930,26590,27080,51650,48620,57970,55280,64850,40910,56090,30520,63690,73270,29880,51560,71360,68430,35260,31000,27550,40300,35940,37750,32050,34630,29200
2023-08-02,15131,79.13,-2.21,2.586,-3.22,133.5,-0.63,3.816,1.11,24.2,-0.78,640,-1.88,32260,29320,35570,31460,23490,40220,39000,25480,34040,27210,28220,52540,49280,57750,52890,65810,41110,58190,30340,60940,70450,29420,51010,71370,68430,34140,30220,27020,39580,37250,36370,31230,34770,30010
2023-08-03,15220,81.08,2.46,2.67,3.25,136.85,2.51,3.755,-1.6,24.02,-0.74,627,-2.03,31580,28430,35500,30180,24360,39880,39950,26850,33800,27330,28170,50610,50310,57430,51110,64810,40110,55150,29980,61590,70200,29420,52830,73050,68690,34260,29460,27870,39660,40100,35300,31760,34630,30130
2023-08-04,15161,82.27,1.47,2.681,0.41,137,0.11,3.782,0.72,23.69,-1.37,633,0.96,32090,27100,34910,30460,24360,41940,41270,28790,34140,27740,28610,52040,50080,57430,49270,64850,40240,56060,29850,60790,69430,30280,50850,70870,70040,35090,30770,27150,38980,39450,34990,33370,34660,30570
2023-08-05,15116.73833,82.08905841,-0.995999045,2.733669256,-6.017034188,138.9254292,2.621116893,3.612899735,-2.586128589,24.65359126,-1.08410096,642.3085176,5.031458607,32400,27100,34140,30660,26110,39220,41610,28480,34030,27660,28710,50580,49470,57040,49340,62520,40610,56220,30400,58750,73760,30280,50040,66810,69750,34000,30770,27040,39470,39980,36400,33570,35370,31130
2023-08-06,15117.41536,82.19414311,-2.103135838,2.726741789,-5.045762936,139.9262909,3.572474527,3.611954421,-2.87190289,24.656347,-0.912536616,652.27108,6.132930231,33280,27890,35390,30180,26570,40340,42610,27340,33900,27510,28870,50960,51040,56870,50260,60630,39220,54990,30300,60720,72410,31930,51690,65240,69500,36980,31530,27390,39780,39440,35250,33770,35110,31540
