Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah),Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat
05/11/2022,37020,23970,11240,12240,31810,,28650,153540,14290,13270,19490,23690,11340,,,,,,,,,,,,
06/11/2022,37460,24200,11230,12240,31900,25000,29090,153860,14290,13310,19540,23460,11340,,,,,,,,,,,,
07/11/2022,38630,24760,11240,12240,32270,,28610,154310,14290,13350,19560,24300,11340,90.73,-0.79%,7.244,7.25%,344.9,-1.32%,"4,260.00",1.87%,18.68,-0.16%,845.75,-0.24%
08/11/2022,37240,24390,11240,12240,31850,,28670,154840,14290,13360,19550,24060,11320,88,-3.01%,6.524,-9.94%,339,-1.71%,"4,254.00",-0.14%,19,1.71%,827.75,-2.13%
09/11/2022,35530,24230,11240,12240,29700,,28700,154310,14290,13350,19500,23800,11320,85,-3.41%,6.225,-4.58%,324.75,-4.20%,"4,145.00",-2.56%,19.38,2.00%,806.5,-2.57%
10/11/2022,35560,24010,11280,12240,29120,,28620,154310,14290,13430,19550,24100,11370,85.66,0.78%,6.613,6.23%,324.25,-0.15%,"4,109.00",-0.87%,19.41,0.15%,803.5,-0.37%
11/11/2022,35390,23700,11220,12260,29090,40000,28820,154060,14290,13460,19510,24100,11370,88.16,2.92%,6.263,-5.29%,326.8,0.79%,"4,187.00",1.90%,19.64,1.18%,813.75,1.28%
12/11/2022,34600,23890,11240,12230,29440,,28780,154060,14290,13590,19490,24130,11380,,,,,,,,,,,,
13/11/2022,34300,23540,11300,12220,29810,,28780,153860,14250,13440,19490,24230,11330,,,,,,,,,,,,
14/11/2022,34510,23530,11210,12230,27830,,28660,153540,14290,13460,19470,24290,11330,85.16,-3.40%,6.299,0.57%,330.35,1.09%,"3,987.00",-4.78%,19.83,0.97%,818.5,0.58%
15/11/2022,34460,23810,11190,12230,28630,,28700,153540,14270,13520,19250,24330,11290,86.25,1.28%,6.395,1.52%,341,3.22%,"3,987.00",0.00%,20.29,2.32%,828.25,1.19%
16/11/2022,34130,23710,11240,12190,28370,,28690,153020,14270,13570,19180,24540,11350,85,-1.45%,6.607,3.32%,332.55,-2.48%,"3,907.00",-2.01%,20.27,-0.10%,817.5,-1.30%
17/11/2022,33920,23750,11240,12230,29150,,28760,153020,14270,13520,19600,24610,11310,81.4,-4.24%,6.744,2.07%,334.6,0.62%,"3,791.00",-2.97%,19.73,-2.66%,806.75,-1.31%
18/11/2022,34180,24020,11220,12220,30300,,28770,152770,14270,13510,19720,24700,11400,80.11,-1.58%,6.716,-0.42%,343.45,2.64%,,,20.05,1.62%,803.25,-0.43%
19/11/2022,33440,23930,11210,12220,30310,,28690,152770,14270,13580,19600,24780,11310,,,,,,,,,,,,
20/11/2022,34020,23850,11210,12230,30600,,28700,153120,14270,13560,19270,24850,11290,,,,,,,,,,,,
21/11/2022,34330,23540,11220,12240,31700,,28960,153290,14320,13520,19640,25080,11330,80.04,-0.09%,7.223,7.55%,351,2.20%,"3,815.00",0.63%,19.86,-0.95%,799.25,-0.50%
22/11/2022,34510,23670,11220,12240,31970,,28910,153290,14320,13580,19640,25000,11330,80.73,0.86%,7.406,2.53%,347.15,-1.10%,"3,949.00",3.51%,19.74,-0.60%,791.5,-0.97%
23/11/2022,34980,23900,11180,12240,31940,,28970,153290,14360,13540,19510,25130,11330,78.07,-3.29%,7.708,4.08%,346.45,-0.20%,"4,036.00",2.20%,19.55,-0.96%,793.5,0.25%
24/11/2022,34560,24290,11160,12220,31600,,29300,153540,14320,13350,19270,24950,11290,77.95,-0.15%,7.177,-6.89%,347.35,0.26%,"3,989.00",-1.16%,,,792.38,-0.14%
25/11/2022,34170,24180,11160,12230,32020,,29370,153740,14310,13460,19080,25200,11300,76.43,-1.95%,7.33,2.13%,349.4,0.59%,"4,060.00",1.78%,19.33,-1.13%,775.5,-2.13%
26/11/2022,34360,24180,11100,12190,31420,,29350,153190,14360,13450,19440,25330,11300,,,,,,,,,,,,
27/11/2022,33870,24070,11100,12190,30910,,29390,153190,14360,13450,19440,25390,11250,,,,,,,,,,,,
28/11/2022,34270,23860,11160,12220,31000,37420,29290,154060,14380,13430,19390,25500,11320,77.33,1.18%,7.196,-1.83%,379,8.47%,,,19.38,0.26%,756.75,-2.42%
29/11/2022,34010,24010,11170,12270,31000,,29790,153380,14370,13670,19250,25610,11330,78.28,1.23%,7.084,-1.56%,387.4,2.22%,"4,098.00",0.94%,19.53,0.77%,757.75,0.13%
30/11/2022,33490,23430,11160,12210,31090,,29360,153540,14340,13460,19380,25660,11290,80.66,3.04%,6.818,-3.75%,398.5,2.87%,"4,099.00",0.02%,19.63,0.51%,771.5,1.81%
01/12/2022,33290,23760,11150,12220,31230,,29460,153290,14300,13550,19420,25830,11330,81.14,0.60%,6.631,-2.74%,385,-3.39%,"3,996.00",-2.51%,19.62,-0.05%,758.75,-1.65%
02/12/2022,33200,24070,11150,12220,31380,,29590,153290,14340,13570,19420,25820,11330,80.05,-1.34%,6.169,-6.97%,391,1.56%,"3,905.00",-2.28%,19.48,-0.71%,737.25,-2.83%
03/12/2022,32770,24100,11140,12230,31770,,29770,153290,14320,13570,19070,25790,11330,,,,,,,,,,,,
04/12/2022,32600,23940,11100,12180,32080,,29650,153470,14360,13560,19310,25850,11300,,,,,,,,,,,,
05/12/2022,33100,23970,11140,12210,31610,,29960,153610,14380,13570,19350,25870,11310,77.08,-3.71%,5.484,-11.10%,400.5,2.43%,"3,903.00",-0.05%,19.55,0.36%,715.5,-2.95%
06/12/2022,33260,23940,11150,12210,31720,,30070,153610,14330,13570,19350,25960,11290,74.46,-3.40%,5.378,-1.93%,408.8,2.07%,"4,039.00",3.48%,19.39,-0.82%,705.5,-1.40%
07/12/2022,33220,23950,11150,12210,32200,,30270,153610,14340,13570,19350,26200,11290,72.28,-2.93%,5.617,4.44%,405.65,-0.77%,"3,911.00",-3.17%,19.48,0.46%,727,3.05%
08/12/2022,33030,23710,11150,12210,33480,,30470,153610,14360,13570,19430,26330,11290,71.58,-0.97%,5.82,3.61%,395.5,-2.50%,"3,886.00",-0.64%,19.68,1.03%,724.25,-0.38%
09/12/2022,32630,23790,11160,12220,33560,,30530,153290,14330,13480,19480,26280,11260,71.21,-0.52%,6.082,4.50%,402.5,1.77%,"3,924.00",0.98%,19.6,-0.41%,712.75,-1.59%
10/12/2022,33050,24240,11130,12120,34280,,30130,153470,14340,13540,19240,26960,11230,,,,,,,,,,,,
11/12/2022,32540,24040,11100,12170,33880,,30240,153290,14490,13550,19100,26380,11260,,,,,,,,,,,,
12/12/2022,32570,24290,11170,12230,35190,,30300,153610,14470,13570,19430,26480,11290,73.28,2.91%,6.416,5.49%,400.25,-0.56%,"3,678.00",-6.27%,19.38,-1.12%,733,2.84%
13/12/2022,32170,24400,11170,12220,37100,,30720,153610,14470,13620,19470,26590,11340,75.44,2.95%,6.733,4.94%,404.5,1.06%,"3,826.00",4.02%,19.76,1.96%,728.75,-0.58%
14/12/2022,32490,24310,11150,12180,36040,,30980,153610,14470,13560,19470,26630,11340,77.31,2.48%,6.22,-7.62%,404,-0.12%,"3,885.00",1.54%,20.29,2.68%,728.25,-0.07%
15/12/2022,32590,24480,11150,12180,37020,,31110,153610,14470,13590,19020,27030,11340,76.15,-1.50%,6.589,5.93%,401.9,-0.52%,"3,885.00",0.00%,19.98,-1.53%,757.25,3.98%
16/12/2022,33060,24410,11150,12180,37440,,31290,153150,14470,13560,19180,26870,11340,74.46,-2.22%,6.303,-4.34%,403,0.27%,"3,863.00",-0.57%,20.09,0.55%,753.5,-0.50%
17/12/2022,33100,24760,11170,12170,38890,,31080,152800,14490,13650,19020,27170,11320,,,,,,,,,,,,
18/12/2022,33120,24410,11160,12200,38880,,31250,153150,14470,13580,19140,27030,11390,,,,,,,,,,,,
19/12/2022,33660,24580,11120,12190,39660,,31480,153150,14490,13560,19230,26880,11460,75.38,1.24%,5.71,-9.41%,401.35,-0.41%,"3,882.00",0.49%,20.14,0.25%,748.5,-0.66%
20/12/2022,32990,24840,11180,12270,40080,,31800,153610,14470,13620,19180,26970,11440,76.23,1.13%,5.216,-8.65%,400.05,-0.32%,"3,839.00",-1.11%,20.58,2.18%,750.5,0.27%
21/12/2022,32910,25140,11180,12270,39180,,31950,153150,14470,13860,19180,27150,11440,78.24,2.64%,5.238,0.42%,401.4,0.34%,"3,914.00",1.95%,20.75,0.83%,767.75,2.30%
22/12/2022,33210,25180,11210,12290,39570,,31910,153610,14470,13650,19180,27220,11440,77.42,-1.05%,4.928,-5.92%,400.65,-0.19%,"3,863.00",-1.30%,20.89,0.67%,762.25,-0.72%
23/12/2022,32760,25010,11210,12310,39340,,32080,153120,14470,13760,19220,27100,11440,79.64,2.87%,4.98,1.06%,401.1,0.11%,"3,802.00",-1.58%,20.98,0.43%,776,1.80%
24/12/2022,33430,25040,11220,12310,39790,,32190,153120,14510,14100,18460,27140,11500,,,,,,,,,,,,
25/12/2022,33520,25350,11200,12300,39330,,32200,153680,14540,13810,19740,27420,11610,,,,,,,,,,,,
26/12/2022,32840,25100,11220,12310,37840,,32370,153120,14510,14020,18940,27410,11480,80.97,1.67%,5.144,3.29%,,,,,,,,
27/12/2022,32870,24810,11210,12310,36260,,32340,153120,14590,13900,19340,27290,11550,79.64,-1.64%,5.118,-0.51%,400.5,-0.15%,"4,065.00",6.92%,20.32,-3.15%,774.5,-0.19%
28/12/2022,32700,24780,11210,12310,36100,30000,32580,153120,14590,13930,18860,27310,11470,79.08,-0.70%,4.685,-8.46%,402.1,0.40%,"4,069.00",0.10%,20.16,-0.79%,785.5,1.42%
29/12/2022,32920,25140,11230,12310,34730,,32530,153120,14590,13930,19300,27100,11470,78.5,-0.73%,4.117,-12.12%,404.15,0.51%,"4,078.00",0.22%,20.29,0.64%,774,-1.46%
30/12/2022,33600,25360,11190,12220,33980,,32660,152920,14640,13910,19360,27290,11540,80.45,2.48%,4.104,-0.32%,404.15,0.00%,"4,171.00",2.28%,20.04,-1.23%,792,2.33%
31/12/2022,32740,25070,11210,12320,31350,,33020,152210,14580,14070,19030,27490,11380,,,,,,,,,,,,
01/01/2023,31930,25040,11250,12370,29890,,32710,152340,14610,14080,18860,27400,11300,,,,,,,,,,,,
02/01/2023,32630,25040,11240,12340,31320,,33180,152210,14630,14110,19190,27210,11340,80.47,0.02%,4.143,0.95%,,,,,,,,
03/01/2023,32270,25160,11270,12380,32510,,33330,152590,14560,14230,18700,27110,11330,77.12,-4.16%,3.641,-12.12%,393.1,-2.73%,"4,265.00",2.25%,19.7,-1.70%,775.5,-2.08%
04/01/2023,32590,25050,11220,12380,31620,,32960,152590,14560,14130,18970,27010,11330,73.1,-5.21%,3.78,3.82%,394.55,0.37%,"4,210.00",-1.29%,19.54,-0.81%,745.5,-3.87%
05/01/2023,32570,25190,11300,12380,31010,,32620,153120,14640,14310,18970,27070,11290,73.92,1.12%,3.426,-9.37%,397.5,0.75%,"4,080.00",-3.09%,19.34,-1.02%,746.75,0.17%
06/01/2023,32810,24870,11280,12360,30570,,32670,152590,14640,14380,18970,27050,11290,74.04,0.16%,3.392,-0.99%,396.15,-0.34%,"3,981.00",-2.43%,18.96,-1.96%,743.5,-0.44%
07/01/2023,32750,24910,11300,12360,30780,,32530,152590,14640,14260,18930,26890,11450,,,,,,,,,,,,
08/01/2023,32230,24970,11220,12330,30800,,32360,152210,14630,14230,18800,27000,11300,,,,,,,,,,,,
09/01/2023,32310,24300,11230,12440,30700,,32890,154160,14520,14350,18860,26850,11310,74.92,1.19%,3.563,5.04%,393.85,-0.58%,"4,020.00",0.98%,19.17,1.11%,741.5,-0.27%
10/01/2023,32570,25070,11340,12440,32360,,32360,152590,14670,14390,18970,26870,11330,75.37,0.60%,3.314,-6.99%,390.45,-0.86%,"3,887.00",-3.31%,19.64,2.45%,731,-1.42%
11/01/2023,33080,24850,11400,12470,33050,,32400,152590,14670,14390,19040,26750,11210,77.68,3.06%,3.346,0.97%,370,-5.24%,"3,823.00",-1.65%,19.65,0.05%,740,1.23%
12/01/2023,33080,24800,11410,12490,33120,,32580,152590,14670,14640,19120,26770,11190,78.65,1.25%,3.355,0.27%,377.5,2.03%,"3,823.00",0.00%,19.59,-0.31%,742.75,0.37%
13/01/2023,33460,24950,11430,12510,32870,,32310,152590,14670,14300,19120,26380,11190,80.11,1.86%,3.196,-4.74%,370.25,-1.92%,"3,820.00",-0.08%,19.73,0.71%,743.75,0.13%
14/01/2023,33980,24950,11430,12490,33550,,32340,152830,14670,14470,19090,26380,11190,,,,,,,,,,,,
15/01/2023,33500,24760,11430,12490,34350,,32340,152830,14690,14660,19090,26290,11240,79.78,-0.41%,3.601,12.67%,,,,,,,,
16/01/2023,33880,24960,11470,12560,34790,,32250,152830,14690,14470,19120,26000,11240,79.04,-0.93%,3.675,2.05%,368.75,-0.41%,"3,846.00",0.68%,,,,
17/01/2023,33870,25080,11480,12560,34680,,32100,153360,14690,14470,18910,26000,11240,80.45,1.78%,3.253,-11.48%,369.25,0.14%,"3,790.00",-1.46%,20.14,2.08%,751.75,1.08%
18/01/2023,34150,25240,11440,12570,34660,,31440,152470,14670,14450,18920,25970,11200,79.8,-0.81%,3.111,-4.37%,368,-0.34%,"3,859.00",1.82%,19.82,-1.59%,742.5,-1.23%
19/01/2023,34000,25180,11450,12540,34940,,31420,153360,14690,14250,19050,25920,11240,80.61,1.02%,3.124,0.42%,363.5,-1.22%,"3,887.00",0.73%,19.68,-0.71%,734.5,-1.08%
20/01/2023,34510,25400,11500,12580,35290,50000,30970,152830,14690,14270,19080,25900,11240,81.64,1.28%,3.036,-2.82%,350.95,-3.45%,"3,885.00",-0.05%,19.72,0.20%,741.5,0.95%
21/01/2023,34610,25470,11480,12570,36190,,30960,151980,14720,14270,18860,25960,11230,,,,,,,,,,,,
22/01/2023,34760,25560,11480,12550,36210,,31010,152470,14720,14270,18820,25960,11230,,,,,,,,,,,,
23/01/2023,34830,25680,11510,12570,37990,,30940,152370,14730,14300,18990,25920,11270,81.93,0.36%,3.222,6.13%,360,2.58%,,,19.7,-0.10%,720,-2.90%
24/01/2023,34870,25600,11520,12590,36930,38000,30800,152830,14730,14310,19130,25990,11270,80.44,-1.82%,3.057,-5.12%,359.6,-0.11%,,,19.88,0.91%,734.5,2.01%
25/01/2023,35420,25400,11550,12670,38470,,30840,152500,14720,14230,18970,25920,11230,80.44,0.00%,2.915,-4.65%,354,-1.56%,"3,754.00",-3.37%,20.11,1.16%,741.25,0.92%
26/01/2023,35870,25420,11610,12680,37870,,30860,152370,14770,14350,19090,25690,11270,81.28,1.04%,2.848,-2.30%,355.6,0.45%,"3,778.00",0.64%,20.68,2.83%,752.5,1.52%
27/01/2023,35810,25770,11610,12680,37500,,30640,152830,14770,14300,19090,25620,11270,79.96,-1.62%,2.849,0.04%,358.1,0.70%,"3,874.00",2.54%,20.96,1.35%,750,-0.33%
28/01/2023,36050,25940,11590,12630,38310,,30750,152470,14850,14480,18970,25610,11230,,,,,,,,,,,,
29/01/2023,36550,25880,11540,12570,38630,,30500,152830,14790,14320,18940,25630,11250,,,,,,,,,,,,
30/01/2023,36430,26090,11550,12710,40860,,30810,153020,14760,14260,19120,25460,11330,78.18,-2.23%,2.731,-4.14%,265.35,-25.90%,"3,850.00",-0.62%,21.21,1.19%,752.5,0.33%
31/01/2023,36190,26240,11700,12930,41250,,30250,153330,14750,14380,19130,25320,11270,79.17,1.27%,2.741,0.37%,251.75,-5.13%,"3,720.00",-3.38%,21.76,2.59%,761.25,1.16%
01/02/2023,36670,25680,11570,12730,41460,,30270,153330,14820,14610,19020,25310,11270,76.73,-3.08%,2.536,-7.48%,247,-1.89%,,,21.37,-1.79%,759.75,-0.20%
02/02/2023,37220,26390,11640,12770,42390,,30360,153330,14630,14440,19100,25270,11270,76.2,-0.69%,2.522,-0.55%,244.65,-0.95%,"3,652.00",-1.83%,21.66,1.36%,761,0.16%
03/02/2023,37680,26520,11590,12760,44380,,30240,152860,14770,14710,19220,25090,11220,73.74,-3.23%,2.48,-1.67%,236,-3.54%,"3,725.00",2.00%,21.24,-1.94%,756.75,-0.56%
04/02/2023,37830,26780,11590,12760,44990,,30330,152860,14770,14440,19170,25030,11220,,,,,,,,,,,,
05/02/2023,38280,26640,11550,12690,45210,,30140,152860,14760,14440,19210,24940,11230,,,,,,,,,,,,
06/02/2023,37970,26660,11620,12830,45870,,30120,153330,14730,14380,19150,24790,11310,74.47,0.99%,2.535,2.22%,252,6.78%,,,20.66,-2.73%,750.25,-0.86%
07/02/2023,37870,26850,11610,12810,44870,,30140,153020,14720,14360,18840,24640,11230,77.39,3.92%,2.664,5.09%,255.65,1.45%,"3,818.00",2.50%,20.84,0.87%,749.75,-0.07%
08/02/2023,38170,27090,11630,12770,43030,,29760,152860,14730,14420,19240,24630,11310,78.69,1.68%,2.477,-7.02%,239.35,-6.38%,"3,820.00",0.05%,21.2,1.73%,764.75,2.00%
09/02/2023,37840,27350,11660,12810,41790,,30020,152860,14690,14510,19020,24540,11260,78.27,-0.53%,2.492,0.61%,225.5,-5.79%,"3,832.00",0.31%,21.45,1.18%,757.25,-0.98%
10/02/2023,37490,27270,11660,12810,42420,,30140,152860,14690,14420,19170,24480,11260,79.92,2.11%,2.607,4.61%,226.1,0.27%,"3,806.00",-0.68%,21.58,0.61%,786,3.80%
11/02/2023,37990,27280,11620,12800,42160,,30090,152860,14730,14630,18840,24480,11260,,,,,,,,,,,,
12/02/2023,37510,27240,11640,12820,41920,,29940,152860,14690,14240,19170,24200,11260,,,,,,,,,,,,
13/02/2023,36570,27070,11690,12860,40210,,29630,152860,14690,14400,18990,24480,11260,80.33,0.51%,2.499,-4.14%,221,-2.26%,"3,850.00",1.16%,21.2,-1.76%,792,0.76%
14/02/2023,37100,27110,11630,12850,40440,,29590,152860,14690,14610,18980,24460,11180,79.24,-1.36%,2.652,6.12%,219.5,-0.68%,"3,884.00",0.88%,21.57,1.75%,786,-0.76%
15/02/2023,35980,27110,11590,12820,39270,,29990,152860,14640,14390,18620,24330,11200,78.83,-0.52%,2.555,-3.66%,219.9,0.18%,"3,884.00",0.00%,21.38,-0.88%,769.25,-2.13%
16/02/2023,36330,27210,11640,12810,38810,,29850,152860,14640,14390,18610,24300,11200,78.74,-0.11%,2.485,-2.74%,214,-2.68%,"4,030.00",3.76%,21.45,0.33%,765,-0.55%
17/02/2023,36420,26440,11580,12810,39160,,29870,153330,14630,14290,18510,24040,11170,76.55,-2.78%,2.352,-5.35%,209.35,-2.17%,"4,095.00",1.61%,21.41,-0.19%,765.5,0.07%
18/02/2023,35890,26570,11520,12720,40250,,30020,152500,14580,14190,18320,24200,11170,,,,,,,,,,,,
19/02/2023,35290,26260,11520,12720,40200,,30130,152990,14580,14240,18340,24140,11170,76.67,0.16%,2.305,-2.00%,,,,,,,764.75,-0.10%
20/02/2023,35130,26550,11590,12810,40900,,29840,152860,14600,14180,18590,24110,11200,77.3,0.82%,2.324,0.82%,205.65,-1.77%,"4,121.00",0.63%,,,764.75,0.00%
21/02/2023,35360,26460,11610,12800,40900,,29670,152860,14600,14170,18540,23960,11250,76.36,-1.22%,2.177,-6.33%,208.5,1.39%,"4,097.00",-0.58%,21.33,-0.37%,750.5,-1.86%
22/02/2023,35190,26340,11610,12850,39140,,29550,153330,14600,14430,18540,24020,11250,74.19,-2.84%,2.298,5.56%,209.65,0.55%,"4,099.00",0.05%,21.29,-0.19%,736.5,-1.87%
23/02/2023,35400,26720,11610,12820,40920,,29550,153330,14600,14210,18540,23880,11200,75.6,1.90%,2.432,5.83%,210.1,0.21%,"4,190.00",2.22%,21.58,1.36%,738.25,0.24%
24/02/2023,34820,27120,11630,12810,42160,,29450,152860,14600,13980,18540,23740,11250,76.47,1.15%,2.548,4.77%,209.2,-0.43%,"4,156.00",-0.81%,21.28,-1.39%,708.25,-4.06%
25/02/2023,34960,27120,11570,12760,41720,,29460,152990,14580,14000,18340,23740,11170,,,,,,,,,,,,
26/02/2023,35040,27260,11620,12800,42140,,29150,153170,14600,13990,18260,23710,11250,,,,,,,,,,,,
27/02/2023,35020,27560,11570,12780,41590,,29600,153510,14630,14130,18410,23880,11310,75.81,-0.86%,2.853,11.97%,196.5,-6.07%,"4,184.00",0.67%,22.09,3.81%,696,-1.73%
28/02/2023,35060,27400,11620,12810,41470,,29220,152800,14550,14030,18560,23660,11250,77.19,1.82%,2.863,0.35%,192.85,-1.86%,"4,113.00",-1.70%,22.08,-0.05%,691.5,-0.65%
01/03/2023,35020,27620,11620,12800,40670,,29250,153330,14600,13980,18560,23640,11250,77.83,0.83%,2.943,2.79%,193.5,0.34%,"4,146.00",0.80%,20.57,-6.84%,697,0.80%
02/03/2023,35160,27850,11540,12770,41040,,29410,152570,14610,13960,18520,23670,11280,78.31,0.62%,2.899,-1.50%,193,-0.26%,"4,270.00",2.99%,20.31,-1.26%,701.25,0.61%
03/03/2023,35210,27870,11460,12790,40850,,29200,152860,14640,13890,18500,23600,11250,79.79,1.89%,3.141,8.35%,188.9,-2.12%,"4,318.00",1.12%,20.92,3.00%,695.75,-0.78%
04/03/2023,34490,28150,11640,12770,41230,,29030,153330,14640,13890,18460,23570,11250,,,,,,,,,,,,
05/03/2023,34960,28300,11590,12720,40840,,29140,152990,14630,13850,18010,23580,11270,,,,,,,,,,,,
06/03/2023,35380,28670,11280,12680,39580,,28690,153510,14480,13770,18330,23220,11170,80.56,0.97%,2.73,-13.09%,181.75,-3.79%,"4,250.00",-1.57%,20.87,-0.24%,682.5,-1.90%
07/03/2023,34630,28780,11530,12690,39440,,28930,153330,14600,13730,18460,23380,11250,77.72,-3.53%,2.84,4.03%,179.25,-1.38%,"4,199.00",-1.20%,21.02,0.72%,684.75,0.33%
08/03/2023,34520,28740,11570,12720,39940,,28970,153330,14550,13770,18500,23410,11310,76.81,-1.17%,2.713,-4.47%,179.5,0.14%,"4,175.00",-0.57%,20.88,-0.67%,674.5,-1.50%
09/03/2023,34400,28650,11560,12720,39990,,29090,153330,14550,13730,18560,23590,11250,75.84,-1.26%,2.683,-1.11%,180,0.28%,"4,166.00",-0.22%,21.15,1.29%,653.5,-3.11%
10/03/2023,34340,28790,11550,12700,39930,,29220,152860,14600,13720,18560,23740,11300,76.78,1.24%,2.559,-4.62%,185.25,2.92%,"4,170.00",0.10%,21.16,0.05%,666.75,2.03%
11/03/2023,34790,28830,11490,12630,39490,,28940,152990,14620,13920,18320,23560,11270,,,,,,,,,,,,
12/03/2023,33970,28830,11560,12700,39050,,29300,153820,14580,13750,18360,23650,11270,,,,,,,,,,,,
13/03/2023,34580,29720,11560,12690,39570,,29390,153330,14600,13880,18520,23780,11300,74.91,-2.44%,2.726,6.53%,182.9,-1.27%,"4,139.00",-0.74%,20.8,-1.70%,672.25,0.82%
14/03/2023,34250,29660,11530,12670,38750,,29430,153330,14600,13840,18520,24100,11300,71.49,-4.57%,2.69,-1.32%,180,-1.59%,"4,103.00",-0.87%,20.68,-0.58%,686.5,2.12%
15/03/2023,34260,29900,11470,12620,38670,,29560,152990,14620,13870,18340,24220,11270,67.74,-5.25%,2.546,-5.35%,175,-2.78%,"4,103.00",0.00%,20.5,-0.87%,702.75,2.37%
16/03/2023,34560,29770,11460,12560,38280,,29540,152990,14620,13830,18340,24280,11270,68.52,1.15%,2.626,3.14%,174,-0.57%,"4,083.00",-0.49%,20.76,1.27%,699,-0.53%
17/03/2023,35040,29880,11520,12670,37760,,29610,154230,14630,14070,18170,24270,11300,66.93,-2.32%,2.446,-6.85%,173,-0.57%,"4,071.00",-0.29%,20.67,-0.43%,710.5,1.65%
18/03/2023,35070,30100,11520,12650,36820,,29450,154730,14630,13890,18520,24380,11300,,,,,,,,,,,,
19/03/2023,35040,30100,11510,12650,37140,,29780,158240,14630,13860,18520,24690,11300,,,,,,,,,,,,
20/03/2023,35090,30910,11530,12650,37220,,30010,163360,14550,13750,18630,24780,11300,67.82,1.33%,2.331,-4.70%,172.25,-0.43%,"3,935.00",-3.34%,20.48,-0.92%,700.75,-1.37%
21/03/2023,35380,31080,11500,12650,38180,,30620,174540,14630,13860,18540,24570,11250,69.67,2.73%,2.485,6.61%,174,1.02%,"3,937.00",0.05%,20.8,1.56%,683.25,-2.50%
22/03/2023,35370,31150,11520,12660,37530,,31200,169950,14620,13760,18360,25040,11310,71.02,1.94%,2.307,-7.16%,176.55,1.47%,"3,835.00",-2.59%,21.14,1.63%,663.5,-2.89%
23/03/2023,34900,30710,11500,12630,36050,,30430,157090,14650,13890,18260,24670,11330,70.12,-1.27%,2.283,-1.04%,176.65,0.06%,"3,750.00",-2.22%,20.89,-1.18%,662,-0.23%
24/03/2023,34680,30660,11490,12660,35880,,30170,156550,14590,13860,18630,25110,11300,69.41,-1.01%,2.361,3.42%,175.35,-0.74%,"3,751.00",0.03%,20.82,-0.34%,688.5,4.00%
25/03/2023,34190,31050,11450,12630,34690,,30330,156740,14600,13840,18520,24990,11330,,,,,,,,,,,,
26/03/2023,33760,30240,11440,12600,34440,,29950,156020,14570,13810,18470,24850,11270,,,,,,,,,,,,
27/03/2023,34380,30170,11490,12660,32890,,29740,156210,14630,13780,18340,24750,11300,72.93,5.07%,2.215,-6.18%,176.25,0.51%,"3,884.00",3.55%,20.93,0.53%,698,1.38%
28/03/2023,33570,30150,11470,12640,31620,,29750,155270,14630,13780,18560,24810,11300,73.34,0.56%,2.147,-3.07%,176.5,0.14%,"4,011.00",3.27%,21.31,1.82%,699.75,0.25%
29/03/2023,33550,29610,11450,12620,28580,,29780,154530,14620,13720,18390,24710,11270,73.12,-0.30%,2.184,1.72%,176.6,0.06%,"4,030.00",0.47%,21.25,-0.28%,704.75,0.71%
30/03/2023,33160,29880,11490,12640,28030,,29880,154800,14630,13780,18530,24720,11300,74.49,1.87%,2.358,7.97%,176.75,0.08%,"4,112.00",2.03%,21.96,3.34%,692.25,-1.77%
31/03/2023,33610,29880,11460,12570,27570,,29250,154300,14660,13820,18640,24710,11350,75.8,1.76%,2.465,4.54%,177.25,0.28%,"4,058.00",-1.31%,22.25,1.32%,692.25,0.00%
01/04/2023,33180,29580,11500,12560,26440,,29190,154000,14610,13720,18390,24600,11350,,,,,,,,,,,,
02/04/2023,32200,29190,11520,12630,26650,,29220,154300,14630,13740,18570,24640,11380,,,,,,,,,,,,
03/04/2023,32240,29650,11520,12640,26290,20000,29140,154300,14590,13700,18570,24610,11340,80.44,6.12%,2.333,-5.35%,200,12.83%,"4,169.00",2.74%,22.4,0.67%,693.5,0.18%
04/04/2023,31750,29490,11520,12630,25900,,29190,153800,14590,13620,18530,24510,11340,80.72,0.35%,2.344,0.47%,192.65,-3.68%,"4,242.00",1.75%,22.47,0.31%,691.5,-0.29%
05/04/2023,32090,29780,11530,12680,26580,,29680,154560,14610,13900,18580,24540,11520,80.63,-0.11%,2.381,1.58%,198,2.78%,"4,205.00",-0.87%,22.95,2.14%,682,-1.37%
06/04/2023,31770,30110,11490,12620,25630,,29140,153800,14590,13680,18590,24580,11360,80.68,0.06%,2.238,-6.01%,193.75,-2.15%,"4,191.00",-0.33%,23.61,2.88%,675.5,-0.95%
