Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah)
29/09/2023,23520,36640,13250,14490,46600,,29900,154610,15660,13930,17740,24740,11140
30/09/2023,23070,36440,13270,14510,45810,,29750,154860,15590,13720,17530,24480,11120
01/10/2023,23140,36510,13250,14490,45770,,29760,154390,15710,13780,17700,24670,11140
02/10/2023,22970,36780,13290,14520,45190,,29540,154610,15820,13860,17740,24590,11130
03/10/2023,22790,36650,13310,14540,41950,,29380,154330,15900,13770,17240,24390,11140
04/10/2023,21860,36530,13190,14450,40530,,29350,154060,15860,14090,17590,24550,11110
05/10/2023,22220,36200,13280,14500,40040,,29600,154360,15910,13850,17600,24370,11180
06/10/2023,22550,36060,13250,14470,38760,,29390,154360,16070,13720,17630,24530,11180
07/10/2023,22160,35670,13220,14490,37140,,29160,154060,15930,13710,17420,24310,11140
08/10/2023,22530,36310,13120,14490,37450,,29420,154060,15870,13830,17420,24260,11140
09/10/2023,22990,36820,13450,14540,35600,,29590,154590,15930,13700,17490,24300,11050
10/10/2023,23840,36600,13060,14480,36170,,29180,154360,15850,13990,17490,24210,11050
11/10/2023,24140,36680,13520,14490,35220,,29330,154360,15880,13750,17720,24320,11100
12/10/2023,23370,36700,13110,14520,34900,,29450,154360,15940,13720,17270,24330,10980
13/10/2023,23870,36530,13080,14500,34670,,29180,154360,15940,13750,17600,24300,10980
14/10/2023,23790,36610,13040,14530,34190,,29410,154360,15940,13890,17600,24230,10980
15/10/2023,22960,37190,12970,14480,34040,,29690,153150,15930,13590,17520,24110,10980
16/10/2023,23010,36330,13110,14490,33220,,29320,153640,15980,13750,17550,24210,11020
17/10/2023,23430,36770,13590,14470,33400,,29230,154360,15980,13790,17550,24140,11020
18/10/2023,23040,36800,13490,14450,33910,,29050,154060,16290,13740,17260,24420,10980
19/10/2023,23100,36360,13450,14430,33340,,29090,154820,16020,13800,17550,24020,10980
20/10/2023,23190,36280,13580,14500,33400,,29090,154360,16070,13750,17550,24040,10980
21/10/2023,22870,36380,13620,14470,33110,,28950,154560,15920,14010,17370,24350,10930
22/10/2023,22600,36320,13680,14490,32840,,28880,154080,16020,13750,17440,24040,10930
23/10/2023,22940,36100,13640,14490,33790,,28670,154820,15970,13750,17510,23980,10980
24/10/2023,23100,36040,13650,14490,34100,,28760,154820,16110,13750,17430,24130,10930
25/10/2023,22600,36250,13660,14470,34330,,29140,154060,16070,13770,17470,24070,10850
26/10/2023,22810,36050,13620,14480,35480,,28630,155320,16200,13510,17390,23970,10930
27/10/2023,23370,36140,13580,14480,37300,,28430,153820,16330,13750,17390,23870,10930
28/10/2023,23040,35950,13580,14480,38530,,28540,153820,16290,13750,17430,23660,10930
29/10/2023,24160,35990,13610,14420,41900,,28200,153080,16220,13660,17020,23520,10820
30/10/2023,23330,36160,13570,14470,43660,,28200,154290,16460,13690,17480,23740,10890
31/10/2023,24470,36440,13670,14470,44550,,28610,154220,16570,13970,17170,23610,10980
01/11/2023,23320,36320,13110,14510,46890,,28940,153700,16620,13650,17640,23730,10880
02/11/2023,24130,36480,13170,14520,48060,,28290,154000,16580,13960,17010,23830,10880
03/11/2023,24080,36370,13060,14460,48850,,28350,153510,16670,13780,17430,24440,10880
04/11/2023,24340,36370,13180,14560,48990,,28530,154780,16620,13750,17080,23540,11060
05/11/2023,24090,36690,13150,14490,49400,,28330,154080,16350,13750,17200,23620,10930
06/11/2023,23960,36040,13140,14460,50440,,28020,154520,16670,13530,17380,23650,10930
07/11/2023,24570,36370,13120,14450,51530,,28600,154290,16730,13710,17200,23550,10930
08/11/2023,25030,36200,12930,14480,51600,,28490,154290,16580,13750,17200,23580,10930
09/11/2023,25160,36140,12890,14430,52000,,28490,154290,16620,13710,17200,23620,10930
10/11/2023,25300,36220,12950,14490,52570,,28260,154290,16620,13750,17200,23640,10930
11/11/2023,25740,35920,12950,14440,55010,,28100,154290,16620,13750,17200,24230,10930
12/11/2023,26180,36230,12950,14420,56860,,28120,154290,16620,13790,17200,24000,10890
13/11/2023,27250,35930,12930,14460,59850,,28100,154290,16760,13790,17310,24340,10890
14/11/2023,28210,36010,12840,14460,59480,,28240,154290,16970,13790,17480,24510,10970
15/11/2023,28630,36020,12910,14520,58480,,28690,154220,17070,13720,17490,24350,10930
16/11/2023,28440,35990,12730,14430,57160,,28140,154290,17020,13830,17390,24490,10890
17/11/2023,28720,35300,12730,14420,59430,,28060,153820,17070,13990,17190,24710,10890
18/11/2023,29930,35400,12870,14360,58780,,28460,153510,17110,13830,17560,24760,10810
19/11/2023,29480,35540,12830,14390,59620,,28120,154080,17190,13790,17390,24720,10930
20/11/2023,28950,35910,12780,14360,59170,,28110,154000,17160,13750,17190,24680,10850
21/11/2023,29550,35810,12970,14350,60680,,28410,153820,17300,13830,17590,24700,11070
22/11/2023,29560,36140,12890,14410,59730,,28140,154520,17340,13720,17400,24770,10890
23/11/2023,29690,36150,12830,14390,60540,,28070,154820,17190,13830,17470,24710,11020
24/11/2023,29530,36150,12790,14390,60900,,28060,154360,17330,13880,17400,24720,10890
25/11/2023,29590,35860,12770,14390,60990,,28060,154820,17330,13830,17510,24680,10890
26/11/2023,29430,35980,12920,14410,59660,,27680,154290,17480,13780,17400,24920,10890
27/11/2023,28900,35620,12800,14380,59050,70000,27810,154520,17430,13800,17540,24900,10890
28/11/2023,29650,35940,12840,14390,59850,,27900,154290,17510,13830,17550,24930,10890
29/11/2023,30140,35980,12770,14360,60260,,27690,154000,17530,13830,17660,24730,10810
30/11/2023,30570,36290,12840,14410,59980,,27860,154000,17370,13790,17260,24810,10890
01/12/2023,31080,35910,12900,14360,59430,65000,27990,153820,17540,13840,17580,24930,10890
02/12/2023,30870,36190,12860,14330,59670,,28420,153150,17500,13830,17590,24790,10800
03/12/2023,31640,36250,12760,14370,60680,,27580,153120,17530,13790,17110,24830,10790
04/12/2023,31100,35840,12920,14420,61130,,27460,155330,18130,13860,17210,24820,11140
05/12/2023,31140,35870,12790,14340,60610,,27730,154790,17540,13840,17580,24630,10890
06/12/2023,31330,35800,12870,14360,60000,,27680,154520,17620,13790,17450,24630,10980
07/12/2023,30590,35860,12840,14370,60470,,27730,154790,17680,13840,17330,24620,10890
08/12/2023,31050,35900,12810,14340,61270,,27650,154790,17680,13840,17630,24550,10890
09/12/2023,30970,36130,12860,14350,59690,,27510,154520,17660,14010,16880,24830,11020
10/12/2023,30630,36250,12900,14380,60080,,27720,155100,17490,14010,17550,24530,10910
11/12/2023,31410,36290,12920,14410,56580,,28060,154790,17690,13810,17500,24680,10890
12/12/2023,31450,36170,12980,14410,58080,,28060,154790,17690,13840,17490,24750,10890
13/12/2023,31970,36600,12980,14410,55530,,27940,154790,17690,14010,17610,24860,10890
14/12/2023,31860,36430,12980,14410,52160,,28060,154290,17700,13840,17570,24790,10940
15/12/2023,32010,36780,13000,14350,50960,,28310,154030,17690,13870,17590,24800,10850
16/12/2023,32230,37050,12960,14400,45230,,27920,154520,17720,13800,17440,24820,11020
17/12/2023,32860,36920,12960,14410,43840,,27800,154080,17790,13810,17500,24850,10940
18/12/2023,33450,37220,12950,14370,39840,,27800,154290,17770,13790,17500,24910,10970
19/12/2023,34760,37550,12910,14370,37710,,27740,154000,17710,13790,17400,25000,10970
20/12/2023,33300,37220,12970,14350,36570,,27790,154520,17760,13700,17480,25090,11020
21/12/2023,34160,36750,12960,14270,35720,,27670,153150,17800,14170,17420,25020,10810
22/12/2023,33340,36720,12930,14330,35360,,27520,154000,17770,13810,17140,25070,11020
23/12/2023,33670,37080,12980,14410,34960,,28120,155080,17730,14550,17650,25060,11070
24/12/2023,34230,37330,12980,14340,34780,,28420,155650,17720,13980,17270,24990,11120
25/12/2023,34590,37370,12950,14330,34060,,27820,154730,17740,13760,17470,24990,11020
26/12/2023,34330,37320,12990,14370,35320,,28050,155270,17730,14110,17210,25060,11110
27/12/2023,34830,37760,13000,14420,34970,,28430,154460,17730,13760,17450,25220,11090
28/12/2023,35720,37340,12900,14370,35550,,28420,154290,17600,13810,17470,25110,10970
29/12/2023,37190,37880,12920,14370,36400,,28500,154220,17720,13830,17180,25130,11000
30/12/2023,35500,37540,12970,14310,34780,,27900,156320,17690,13980,17610,25130,11030
31/12/2023,36790,38250,12940,14390,35130,,28440,153670,17640,13780,17050,24930,11000
01/01/2024,37020,37440,12910,14280,36290,,29270,154820,17720,13820,17420,25770,11020
02/01/2024,37300,38160,12960,14320,35040,,29130,154820,17770,13990,17510,24970,10940
03/01/2024,36850,37980,12960,14290,33370,,29220,155080,17720,13910,17400,25080,10990
04/01/2024,37450,38570,12910,14280,32590,,29630,154820,17670,13830,17630,24840,10990
05/01/2024,38400,38520,12960,14320,30960,,29350,154820,17500,13800,17360,24690,10990
06/01/2024,38180,38810,12970,14330,29930,,29300,154820,17650,13800,17440,24460,10950
07/01/2024,38200,38270,12970,14330,29860,,29330,154590,17600,13850,17300,24450,10950
08/01/2024,38240,38010,12970,14330,28020,,29150,154820,17600,13790,17400,24380,10950
09/01/2024,39210,38270,12970,14330,28150,,29250,154560,17560,13810,17390,24310,10950
10/01/2024,38400,38860,12970,14330,26890,,29300,155070,17600,13850,17390,24250,11030
11/01/2024,39810,39220,12970,14330,26030,,29110,154820,17560,13860,17390,24160,10950
12/01/2024,39760,39050,12920,14300,27290,,28990,154820,17560,14250,17560,24190,10990
13/01/2024,39750,38810,12950,14330,27070,,28810,154820,17490,13890,17440,24130,10950
14/01/2024,40390,38230,13010,14350,27810,,28300,154820,17470,13930,17510,24180,10990
15/01/2024,39870,38880,12960,14300,28440,,28440,155080,17450,14170,17420,24150,10990
16/01/2024,39790,38880,12890,14340,29330,,28380,155080,17420,14130,17820,24150,10990
17/01/2024,40090,38020,12910,14350,29740,,28750,154820,17490,14120,17660,24170,10950
18/01/2024,39640,38830,13050,14390,32080,,28650,155490,17510,14380,17370,24300,10810
19/01/2024,39890,38710,13070,14440,31860,35000,28060,154810,17580,14270,17260,24350,10820
20/01/2024,39090,38710,13290,14720,32560,35000,28240,155260,17500,14340,17440,25020,10910
21/01/2024,38560,38400,13290,14720,32270,25000,28890,155040,17470,14310,17440,24540,10950
22/01/2024,37930,38470,13030,14440,32550,35000,27870,153340,17550,14530,17020,24680,10850
23/01/2024,37580,38380,13070,14450,33130,35000,27800,154190,17610,14440,17170,24500,10920
24/01/2024,35990,38490,13090,14470,32620,35000,28070,154190,17590,14540,17200,24650,11060
25/01/2024,35010,38470,13120,14490,32710,39690,28320,153400,17590,14560,17170,24740,10850
26/01/2024,36110,38270,13120,14480,33120,35000,28290,153400,17590,14620,17200,24690,10850
27/01/2024,35560,37990,13120,14500,33740,35000,27990,153790,17590,14680,17210,24720,10920
28/01/2024,35360,38290,13120,14510,34020,35000,27850,153260,17660,14730,17300,24870,10850
29/01/2024,36190,38130,13130,14520,35410,35000,27910,153820,17660,14790,17440,24800,10810
30/01/2024,34960,38410,13130,14520,35480,35000,28280,153820,17660,14800,17440,24880,10770
31/01/2024,34430,38070,13130,14520,36080,35000,28270,153820,17770,14800,17410,24850,10790
01/02/2024,34370,37630,13120,14520,35250,30000,28330,152970,17760,14910,17630,24790,10650
02/02/2024,33760,37650,13190,14460,36770,30000,28400,153260,17640,14670,17270,24710,10600
03/02/2024,34450,37170,13130,14560,37470,38620,28240,154130,17740,14640,17490,24760,10630
04/02/2024,33490,37510,13120,14530,37540,40990,28330,153260,17750,14830,17510,24730,10550
05/02/2024,33120,37970,13210,14520,37040,39240,28670,153900,17680,14750,17860,24680,10570
06/02/2024,33460,38040,13240,14600,38350,38110,28420,153790,17730,14790,17580,24550,10630
07/02/2024,33930,38300,13250,14620,37510,44000,28780,153150,17760,15010,17230,24590,10670
08/02/2024,34180,38940,13250,14570,38100,40990,28780,153150,17760,14780,17290,24530,10620
09/02/2024,34130,36630,13010,14410,39730,44000,29240,153560,17830,15000,18090,24720,10620
10/02/2024,34090,38140,13250,14550,40560,44000,28720,151680,17840,14940,17180,24450,10750
11/02/2024,33700,38750,13200,14520,41290,40000,28940,152950,17680,14660,17220,24350,10600
12/02/2024,34190,37780,13190,14500,43040,45210,29360,153420,17840,14910,17440,24510,10620
13/02/2024,34120,38520,13220,14490,45000,42430,30010,153420,17880,14890,17770,24490,10660
14/02/2024,33450,38020,13230,14600,45750,45000,30380,153590,17840,14980,17700,24450,10950
15/02/2024,33880,38030,13080,14500,48700,45000,30600,153420,17800,14900,17560,24560,10650
16/02/2024,33990,37970,13110,14490,51320,45000,29450,153560,17770,14810,17390,24490,10690
17/02/2024,34250,38080,13320,14600,52090,44000,29850,153750,17760,15090,17600,24630,10680
18/02/2024,34870,38560,13230,14630,57880,44000,28890,153020,17770,14890,17430,24560,10670
19/02/2024,34550,38050,13250,14580,56370,46900,30030,153420,17820,14870,17500,24950,10610
20/02/2024,34390,38740,13220,14610,58200,49190,29890,153020,17850,14860,17740,24750,10660
21/02/2024,35430,39190,13220,14640,59570,52440,30850,153420,17880,14820,17700,24930,10620
22/02/2024,35910,39420,13170,14870,62370,50000,31030,152630,17880,15060,17790,25170,10690
23/02/2024,35830,39190,13230,14640,66750,57450,31720,152630,17920,14950,17590,25230,10720
24/02/2024,35910,39430,13280,14720,68610,65000,31600,153560,17950,15000,17640,25440,10710
25/02/2024,36830,39640,13220,14680,70540,67450,31840,153690,17940,15030,17690,26300,10720
26/02/2024,36070,39030,13200,14630,70350,67450,32550,153590,17950,14890,17810,25900,10710
27/02/2024,36420,38690,13190,14650,72240,70000,32510,153450,17990,14990,17990,26280,10760
28/02/2024,36830,38820,13190,14680,69990,60000,32940,153840,17990,14970,18100,26440,10720
29/02/2024,36390,39230,13240,14620,69530,60000,32770,153840,18060,14910,18220,26810,10680
01/03/2024,36250,38730,13340,14600,68980,54770,32810,153840,18030,14910,18090,26810,10990
02/03/2024,36740,39080,13310,14550,67240,59440,32810,153840,18080,14920,18090,27020,10810
03/03/2024,36670,38960,13330,14570,65680,53130,33040,153560,18080,14910,18150,26900,10750
04/03/2024,36400,39400,13310,14580,61250,47430,32390,153450,18040,14880,18020,27300,10820
05/03/2024,37020,40010,13270,14600,61560,50000,32650,153590,18000,14950,18130,27230,10850
06/03/2024,36890,39270,13460,14690,60880,50000,33310,154130,18160,14990,18010,27260,10760
07/03/2024,36660,39250,13310,14670,58970,50000,33810,157550,18150,14990,17880,27950,10810
08/03/2024,37160,39100,13350,14660,62230,,33530,158510,18080,15030,18060,27590,10940
09/03/2024,37170,39170,13360,14670,65640,50000,34640,163480,18210,14900,18140,27630,10810
10/03/2024,38590,40120,13330,14610,69720,50000,34440,173490,18210,14980,18170,27800,10840
11/03/2024,38520,40240,13360,14710,69660,55000,35550,176340,17980,15060,18370,27880,10940
12/03/2024,37930,39960,13340,14660,68620,,32970,156590,18180,15060,18190,27710,10800
13/03/2024,38030,39800,13300,14640,68860,50000,33240,155830,18110,15150,18220,27840,10830
14/03/2024,37590,39860,13300,14650,68480,,33090,155180,18030,15040,18280,27610,10790
15/03/2024,37630,39820,13260,14630,67680,70000,32360,154140,18070,15100,18220,27650,10990
16/03/2024,37640,40380,13290,14700,66690,,32240,154590,18380,15080,18120,27650,11090
17/03/2024,36830,40160,13290,14650,63410,,32210,154390,18070,15110,18190,27540,11040
18/03/2024,37420,39850,13290,14660,56690,65000,32900,153960,18110,15280,18320,27320,11040
19/03/2024,36350,39470,13290,14650,51610,,32330,153790,18070,15250,18350,27120,11010
20/03/2024,36620,39470,13280,14670,47950,,32490,153790,18070,15270,18460,27130,11250
21/03/2024,36840,39920,13280,14660,45810,50000,32390,153210,18070,15070,18480,27330,10970
22/03/2024,36670,40040,13260,14640,44990,52440,31730,152820,18050,15350,18480,27330,11100
23/03/2024,37150,40190,13280,14630,42310,45000,31490,153210,18050,15230,18510,27170,10950
24/03/2024,37170,40310,13200,14630,40970,45000,31660,153210,18090,15320,18510,27250,10950
25/03/2024,37030,40440,13210,14610,41550,45000,31590,153350,18130,15280,18650,27330,11020
26/03/2024,37490,40310,13170,14590,42100,45000,31850,153210,18170,15360,18540,27320,10950
27/03/2024,37440,40210,13240,14500,42430,50000,31730,153210,18120,15370,18590,27160,11130
28/03/2024,37400,40460,13220,14610,42380,45000,31590,153640,18450,15380,18590,27260,10950
29/03/2024,37540,40910,13230,14630,42490,45000,31910,153610,18140,15460,18590,26900,10990
30/03/2024,37470,40580,13240,14610,42430,45000,32000,153930,18140,15250,18440,26900,10950
31/03/2024,37440,40480,13300,14600,42530,45000,31260,154620,18190,15320,18660,26930,11030
01/04/2024,39650,40960,13250,14640,44020,45000,31170,154620,18160,15460,18440,26870,10880
02/04/2024,40000,41070,13280,14640,44180,45000,31190,154430,18160,15510,18340,26730,10920
03/04/2024,39920,40910,13250,14640,44630,50000,31000,154180,18160,15440,18460,26310,10910
04/04/2024,41110,41060,13190,14580,46510,50000,31070,154200,18180,15360,18360,26580,11030
05/04/2024,43310,41160,13200,14580,46900,55000,31120,154200,18180,15550,18380,26730,10890
06/04/2024,44250,41520,13290,14560,50160,51960,31160,155850,18180,15360,18660,26250,10770
07/04/2024,46160,41930,13250,14530,54510,55000,31920,157940,18170,15380,18560,26420,10740
08/04/2024,48330,41720,13280,14540,58130,55000,32200,171670,18140,15360,18490,26680,10770
09/04/2024,47230,41680,13200,14490,60190,60000,32950,170880,18140,15360,18350,26370,10690
10/04/2024,,,,,,,,,,,,,
11/04/2024,,,,,,,,,,,,,
12/04/2024,47420,41130,13180,14520,55650,60000,31080,153840,18140,15300,18820,26440,10530
13/04/2024,46890,42060,13230,14560,54280,60000,31750,154050,18220,15710,18370,26490,10690
14/04/2024,47270,41210,13270,14560,52120,55000,31930,154690,18220,15540,18430,26580,10690
15/04/2024,47050,41510,13250,14600,50310,55000,31440,155050,18240,15610,18290,26470,10700
16/04/2024,51350,42200,13250,14510,44070,60000,32070,154970,18290,15400,18630,26320,10770
17/04/2024,52850,42370,13260,14540,40730,54770,32820,154320,18290,15580,18520,26280,10920
18/04/2024,55040,41690,13250,14530,39930,60000,32750,154570,18350,15470,18570,26280,10740
19/04/2024,57450,41870,13290,14550,39340,60000,32510,154350,18470,15580,18730,26220,10770
20/04/2024,58280,41910,13220,14560,40850,49750,32520,155210,18920,15510,18750,26140,10730
21/04/2024,60030,41940,13210,14550,40400,33170,32980,155000,18640,15550,18870,26270,10710
22/04/2024,59630,42220,13200,14520,41210,50000,32420,154570,18630,15540,18650,26260,10930
23/04/2024,61030,41690,13200,14520,41080,50000,32380,154570,18630,15580,18620,26300,10840
24/04/2024,60640,42380,13280,14530,40720,50000,32600,154540,18570,15750,18730,26530,10910
25/04/2024,60360,42400,13200,14530,40350,50000,32110,154570,18600,15670,18640,26260,10880
26/04/2024,60650,42330,13240,14570,41310,50000,32180,154350,18550,15600,18570,26270,10870
27/04/2024,60550,41480,13200,14560,41380,47430,32130,155210,18580,15470,18680,26310,10840
28/04/2024,60200,41700,13170,14580,41750,50000,32350,155630,18610,15570,18630,26320,10920
29/04/2024,59660,41670,13190,14520,43860,49750,31770,154760,18620,15620,18520,26020,10870
30/04/2024,58520,41860,13160,14470,46220,50000,32220,153910,18660,15630,18490,26260,10840
01/05/2024,58530,41760,13170,14470,49300,50000,31780,154170,18710,15560,18600,26370,10880
02/05/2024,58430,41470,13150,14460,49950,50000,31910,153680,18840,15520,18820,26500,10940
03/05/2024,57710,41310,13250,14470,51430,50000,31900,153770,18880,15550,18670,26640,10870
04/05/2024,58310,41610,13210,14490,51020,60000,32020,154570,18890,15580,18410,26600,10880
05/05/2024,57920,41320,13170,14450,51720,60000,32140,154350,18800,15490,18430,26330,10950
06/05/2024,57520,41260,13290,14490,52090,55000,31700,154350,18850,15630,18590,26510,10910
07/05/2024,57820,41320,13270,14470,52940,55000,31930,153930,18890,15470,18660,26850,11020
08/05/2024,57450,41420,13280,14480,52320,55000,32140,154760,18810,15720,18270,26820,10950
09/05/2024,57560,41570,13280,14480,52150,55000,31970,154570,18780,15530,18560,26970,10980
10/05/2024,57830,41390,13290,14480,52160,55000,31960,153750,18820,15530,18520,26910,11020
11/05/2024,58000,41600,13280,14480,51850,75000,31950,154170,18850,15530,18560,26900,11020
12/05/2024,57150,41450,13280,14480,50900,60000,31840,154140,18850,15530,18590,26770,10980
13/05/2024,56610,41720,13260,14480,51510,54770,32270,154570,18890,15530,18760,26790,11020
14/05/2024,55740,41470,13280,14480,52400,50000,31840,154950,19200,15490,18720,26930,10950
15/05/2024,54670,41800,13260,14480,51830,50000,31920,153050,18920,15470,18730,26850,10950
16/05/2024,54650,41560,13270,14510,52120,,32160,154650,18920,15430,18750,26970,10950
17/05/2024,54170,41580,13270,14510,52600,40000,32050,153620,18880,15690,18830,27070,10840
18/05/2024,54980,41460,13330,14580,53830,45000,31940,154210,18880,15380,18680,27180,10880
19/05/2024,54740,41600,13290,14530,53140,45000,32020,154210,18770,15390,18950,27110,10830
20/05/2024,54450,41130,13260,14440,53380,50000,32100,153450,18830,15350,18800,27030,10800
21/05/2024,54400,41160,13290,14510,58350,50000,32260,153590,18750,15380,18890,27120,10870
22/05/2024,55540,41340,13250,14490,61170,70000,32080,154010,18750,15370,18650,26920,10800
23/05/2024,55540,41300,13270,14480,60790,70000,32090,153840,18760,15300,18640,26950,10840
24/05/2024,55770,41150,13270,14480,60540,70000,32070,153050,18720,15410,18410,26850,10840
25/05/2024,55740,41610,13270,14480,59890,70000,32370,153050,18760,15300,18370,26830,10840
26/05/2024,55120,41850,13270,14480,59380,60000,32130,153310,18720,15300,18370,26960,10770
27/05/2024,54650,41950,13300,14480,57880,50000,32070,153450,18530,15300,18490,26830,10880
28/05/2024,55470,41300,13300,14440,55990,60000,32290,153050,18650,15300,18540,26880,10810
29/05/2024,55780,40950,13300,14460,55430,60000,32340,153840,18630,15240,18490,26930,10840
30/05/2024,55160,41230,13300,14460,54690,60000,32350,153840,18530,15180,18640,26890,10840
31/05/2024,53940,41130,13300,14470,52620,50000,32730,153590,18490,15270,18480,26750,10870
01/06/2024,53840,41190,13300,14470,52460,40000,32680,153450,18470,15320,18610,26640,10810
02/06/2024,53920,40750,13340,14500,52270,60000,32550,153840,18490,15340,18520,26600,10680
03/06/2024,51920,41410,13200,14450,52860,60000,32290,153590,18560,15000,18500,26480,10770
04/06/2024,51000,41300,13240,14470,53310,60000,32250,153450,18540,15070,18580,26530,10840
05/06/2024,51390,41200,13250,14470,53510,60000,32180,153840,18540,15070,18580,26380,10770
06/06/2024,50240,40870,13200,14470,53500,60000,32560,153450,18510,15050,18610,26410,10880
07/06/2024,50390,41000,13240,14470,53070,,32330,153050,18510,15070,18570,26330,10880
08/06/2024,49680,41000,13240,14470,53900,,31980,153020,18510,15120,18610,26330,10880
09/06/2024,49320,40750,13260,14480,53750,,31830,153420,18450,15050,18640,26260,10920
10/06/2024,49290,41250,13270,14510,55700,,31530,153840,18450,15200,18560,26270,10920
11/06/2024,48270,41260,13330,14580,56950,,31150,153750,18490,15130,18350,26370,10970
12/06/2024,47790,40820,13270,14500,56450,,31590,153840,18470,15070,18560,26560,10880
13/06/2024,47650,40790,13310,14550,58970,,31650,154620,18420,15430,18530,26670,10880
14/06/2024,48340,40440,13350,14500,62430,,32040,156460,18360,15270,18640,26520,10850
15/06/2024,49280,40880,13310,14520,64930,,31510,164590,18330,15260,18570,26590,10860
16/06/2024,49930,41400,13310,14540,67420,,32590,171700,18710,15330,18640,26770,10820
17/06/2024,44000,40000,12500,13500,60000,,28000,150000,19000,17000,18000,25000,11000
18/06/2024,49190,40000,12500,13940,60000,,29700,150000,18000,15210,18970,25740,11490
19/06/2024,49180,41140,13300,14510,63120,,31870,154810,18310,15210,18610,26500,10920
20/06/2024,48810,40850,13260,14540,63710,,32060,155690,18470,15430,18680,26910,10950
21/06/2024,48390,40940,13350,14540,62570,,31040,154050,18320,15300,18170,26700,10970
22/06/2024,47200,40790,13330,14520,59640,55000,31530,154160,18410,15230,18410,26960,10910
23/06/2024,47640,40340,13310,14530,58750,,31520,153780,18380,15260,18550,27050,10920
24/06/2024,47430,40630,13300,14530,52290,50000,31570,153450,18380,15260,18380,26970,10880
25/06/2024,47330,40430,13250,14530,52600,,31100,153450,18370,15260,18380,26990,10880
26/06/2024,46270,40330,13310,14570,50560,,31300,153150,18310,15360,18500,27060,10770
27/06/2024,44960,40370,13270,14510,49220,,31140,153420,18330,15270,18650,26950,10850
28/06/2024,44150,40270,13310,14550,47010,,31530,153840,18310,15260,18520,26830,10810
29/06/2024,42780,40240,13350,14610,45500,,31460,154450,18330,15300,18620,26510,10770
30/06/2024,43300,40310,13320,14560,43870,,31120,154220,18210,15140,18540,27000,10860
01/07/2024,41510,40080,13350,14610,44010,40000,31260,154450,18250,15220,18580,26660,10750
02/07/2024,41770,39950,13330,14580,43380,,31090,153840,18210,15090,18450,26500,10800
03/07/2024,40760,39940,13340,14580,45700,,30920,153840,18210,15090,18350,26670,10830
04/07/2024,40530,39750,13360,14580,46150,,31030,153450,18210,15120,18420,26420,10800
05/07/2024,40180,40420,13290,14550,46090,,30700,153180,18220,15180,18790,26260,10760
06/07/2024,40050,40200,13340,14590,46220,,31020,153450,18170,15150,18400,26390,10780
07/07/2024,39350,39830,13350,14650,46190,,31300,154030,18210,15310,18540,26400,10740
08/07/2024,39330,39940,13390,14650,45820,,30970,153590,18210,15140,18630,26290,10820
09/07/2024,37910,39930,13350,14620,45170,,31010,154010,18140,15220,18440,26180,10740
10/07/2024,36910,40140,13400,14660,44750,,30920,153750,18410,15200,18270,26070,10810
11/07/2024,35910,39740,13360,14610,43720,,30650,153180,18140,15110,18370,26030,10770
12/07/2024,35080,39670,13340,14580,43010,,29980,154180,18130,15190,18340,25970,10690
13/07/2024,34450,39580,13360,14590,43070,,30780,153590,18120,15170,18580,25920,10760
14/07/2024,33690,39690,13390,14630,42920,,30770,155260,18170,15370,18690,26040,10760
15/07/2024,33660,39480,13380,14610,42950,,29790,153320,18130,15060,18220,26290,10730
16/07/2024,33810,39660,13370,14600,42920,,30570,153450,18160,15220,18520,26120,10780
17/07/2024,32910,39590,13410,14630,42940,,30570,153750,18210,15290,18500,26170,10890
18/07/2024,32780,39510,13390,14620,43010,,30510,153450,18190,15300,18540,26110,10910
19/07/2024,32650,39710,13430,14620,42290,,30270,153450,18190,15310,18500,25890,10810
20/07/2024,32540,39390,13440,14620,41350,,30150,153450,18190,15260,18570,25910,10780
21/07/2024,31200,39080,13440,14640,41210,,30420,155040,18200,15470,18660,26020,10740
22/07/2024,30990,39520,13490,14640,39200,,30300,153450,18120,15470,18520,25900,10810
23/07/2024,30610,39380,13500,14670,38260,,30220,155110,18170,15580,18730,25910,10800
24/07/2024,29110,39320,13500,14690,36680,,29720,154010,18120,15330,18610,25630,10840
25/07/2024,28470,39320,13490,14660,35530,,29740,153450,18100,15290,18470,26240,10780
26/07/2024,27960,39060,13450,14640,35000,,29590,153780,18110,15470,18610,25500,10800
27/07/2024,27740,39030,13490,14660,34280,,29500,153450,18060,15290,18450,25370,10790
28/07/2024,26550,38890,13490,14660,34560,50000,29600,154640,18070,15410,18550,25360,10750
29/07/2024,27480,39200,13440,14580,34590,,29440,153450,18100,15300,18590,25380,10820
30/07/2024,27560,39220,13470,14650,34860,,29430,153450,18100,15290,18520,25450,10790
