Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit Merah,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (cerah)
05/09/2023,23940,35270,11960,13390,37340,36800,36950,138620,14490,13570,15060,27240,10110
06/09/2023,23940,35640,12020,13450,36520,36440,37420,138620,14290,13520,14930,27370,10110
07/09/2023,23940,35890,12270,13450,35930,35500,37970,138620,14490,13570,15060,27370,9990
08/09/2023,23940,35760,11960,13330,35340,34910,36520,138620,14420,13750,14990,27370,10220
09/09/2023,24100,35270,11840,13390,35340,34910,36790,138620,14420,13750,14870,26870,10220
10/09/2023,24100,33650,12030,13390,33320,34600,36790,138620,14420,13750,14870,27250,10220
11/09/2023,23280,35270,12150,13460,33590,34820,36180,138620,14550,13750,14870,27240,9990
12/09/2023,23940,35960,12150,13520,32790,35500,38240,138620,14550,13690,14870,27180,9990
13/09/2023,22880,35270,12210,13650,34240,35500,39320,138620,14490,13570,14930,27180,10110
14/09/2023,23820,35640,12210,13650,33860,35190,39320,138620,14490,13570,14930,27180,10110
15/09/2023,23810,35640,12280,13710,32580,33940,38500,138620,14490,13690,14870,26990,10110
16/09/2023,22880,35640,12070,13890,33590,33590,38500,138620,14420,13690,14930,26990,10110
17/09/2023,23750,34600,12400,13960,32670,34260,38750,138620,14610,13750,14800,26860,10220
18/09/2023,23150,34040,12530,14200,32830,34780,37800,138620,14610,13750,14930,26350,10110
19/09/2023,23680,35400,12530,13370,33300,35030,37800,138620,14740,13940,14870,26610,9990
20/09/2023,23580,35290,13240,13670,32090,35000,37930,139880,14660,13160,14740,26500,10140
21/09/2023,24350,34690,12270,13770,33860,34820,37800,137430,14610,13750,14990,26490,10220
22/09/2023,22880,35490,12660,13660,33490,34140,37940,138620,14740,13630,15060,26300,10110
23/09/2023,22640,35360,12290,13960,34820,35590,37530,138620,14740,13570,15060,26060,10110
24/09/2023,23790,36350,12260,14030,36750,35670,37930,138420,14840,13340,15070,26210,10500
25/09/2023,22880,35660,12360,13910,37390,37320,36790,138620,14740,13750,14870,26180,9990
26/09/2023,23710,34670,12340,13910,36540,35690,35470,138620,14730,13620,14980,26050,10350
27/09/2023,22250,34780,12470,14030,38510,36700,37130,138620,14790,13740,14930,27360,10240
28/09/2023,23810,35060,12410,13910,37870,35410,35640,138620,14790,13620,14870,25680,10240
29/09/2023,23520,35360,12340,13840,38750,36090,37130,138620,14660,13620,14620,25800,10120
30/09/2023,23430,34570,12340,13840,37380,35100,37130,138620,14730,13620,14870,25420,10400
01/10/2023,22880,34570,12280,13780,38330,36350,37020,138620,14320,13620,14870,25670,10350
02/10/2023,22510,34950,12340,13840,39150,38260,37680,138620,14790,13620,14740,25680,10400
03/10/2023,23430,35640,12410,13840,38340,41530,37720,138620,14850,13560,14740,25480,10280
04/10/2023,23150,36050,12340,13840,39090,40330,36520,138620,14850,13560,14740,25490,10120
05/10/2023,23150,33080,12340,13780,38180,40670,37830,138620,14610,13620,14430,25490,10350
06/10/2023,23460,33260,12410,13840,38450,39980,36040,138620,14670,13620,14740,25730,10240
07/10/2023,23250,35660,12390,13890,38230,41830,37360,138420,14700,13500,14770,26240,10140
08/10/2023,21790,32450,12340,13840,37970,39940,37830,138620,14670,13680,14800,25960,10350
09/10/2023,23020,33060,12340,13840,38450,40840,37690,138620,14790,13230,14800,25700,10350
10/10/2023,22640,33000,12340,13910,36700,40720,37560,138620,14730,13620,14740,25570,10220
11/10/2023,22590,35310,12690,13970,36510,44090,38090,138420,14840,13620,14770,25800,10120
12/10/2023,22640,32940,12220,13910,39260,43470,37560,138620,14800,13370,14740,25700,10220
13/10/2023,22510,34090,12290,13840,38960,44050,37410,138620,14800,13400,14800,25700,10220
14/10/2023,23400,36290,12420,13960,40090,46000,37410,138620,14920,13510,14920,26030,9990
15/10/2023,22250,34650,12290,14030,39990,45330,37560,138620,14740,13450,14800,25230,9990
16/10/2023,22580,35590,12410,14150,39920,46550,37010,138620,14860,13340,14800,24870,10110
17/10/2023,21960,35960,12410,14150,40330,49970,37010,138620,14920,13080,14740,24870,10110
18/10/2023,22250,35190,12350,14090,40480,48540,37140,138620,14990,13080,14670,25110,10120
19/10/2023,23550,34400,12350,14030,39490,47200,37140,138620,14800,13400,14670,25250,9990
20/10/2023,21960,35330,12410,14150,40220,49970,36900,138620,14920,13210,14670,25060,10110
21/10/2023,23200,33870,12230,13920,42710,52670,36770,138620,14860,13150,14800,25180,10220
22/10/2023,22250,35330,12410,13920,42360,53340,36670,138620,14990,13450,14740,25060,10110
23/10/2023,22880,34650,12410,14040,40840,55400,37010,138620,14850,13400,14670,25180,10220
24/10/2023,22070,35200,12490,14040,41110,66040,37140,138620,15100,13700,14800,24990,10110
25/10/2023,21460,32820,12490,14040,41660,66770,37140,138620,14980,13210,14740,25060,10110
26/10/2023,24490,34570,12430,13910,44090,65340,36900,138620,14850,13450,14740,25120,10220
27/10/2023,23980,33700,12350,13920,44120,66500,37000,138620,14850,13400,14740,25120,9990
28/10/2023,22990,33870,12600,14180,46210,66380,37000,138620,15220,13210,14670,25110,10110
29/10/2023,24270,34650,12540,14120,47560,69550,36760,138620,14850,13580,14740,25120,10220
30/10/2023,23810,35330,12540,14120,50150,72860,36900,138620,14850,13460,14740,25120,10380
31/10/2023,24530,34760,12540,14120,59290,74320,36390,138620,14850,13400,14740,25120,10270
01/11/2023,25260,33160,12550,14210,60840,77540,37060,138420,14910,13460,14700,24990,9990
02/11/2023,25460,35330,12480,13990,59940,75580,36530,138620,14970,13280,14740,25110,10250
03/11/2023,26550,34650,12540,14120,62710,82650,36900,138620,14970,13400,14740,25120,10110
04/11/2023,25520,33620,12410,14060,64570,84880,36480,139900,14830,13120,14570,26070,10250
05/11/2023,26360,35920,12480,14120,64800,85850,36670,138620,15220,13580,14910,25250,10420
06/11/2023,27010,34360,12480,14120,65230,62960,36900,138620,14970,13400,14780,25500,10220
07/11/2023,26270,33870,12540,14120,67140,81030,36670,138620,15290,13210,14670,25990,10220
08/11/2023,26500,35330,12600,14180,68960,81640,36670,138620,15590,13150,14780,26240,10110
09/11/2023,27010,34270,12480,14120,70870,81480,36900,138620,14920,13210,14650,26230,9990
10/11/2023,27540,34520,12540,14120,68160,81290,36900,138620,15190,13400,14660,26490,9990
11/11/2023,27010,35960,12480,14120,69700,82010,36670,135970,15190,13640,14580,26240,10110
12/11/2023,26870,35340,12410,13960,75860,81130,36480,139900,15110,13190,14570,26480,10120
13/11/2023,29070,34260,12540,14160,70300,79920,36870,134720,15220,13400,14740,26800,10220
14/11/2023,28970,35700,12660,14220,73210,84110,37000,137340,15590,13380,14780,27110,10110
15/11/2023,29380,34750,12540,14160,72140,85290,37040,137340,15700,13640,14540,26980,10440
16/11/2023,30690,34620,12540,14160,71610,84550,37000,137340,15630,13340,14780,26990,10220
17/11/2023,29920,34490,12630,14160,73640,83440,37000,136080,16030,13630,14920,27240,9720
18/11/2023,29880,34770,12600,14220,74180,85940,37000,136080,15760,13400,14670,26860,10110
19/11/2023,30020,34490,12540,14220,74870,83770,36870,135460,15830,13400,14670,26990,10220
20/11/2023,29350,33830,12540,14220,73370,85130,36760,135460,15620,13400,14780,27060,10340
21/11/2023,30040,33760,12660,14220,77380,89630,36870,134820,16340,13400,14800,27240,9990
22/11/2023,30860,33600,12660,14220,75930,91740,37140,135460,16010,13460,14910,27110,10220
23/11/2023,30380,33120,12600,14220,71990,90740,37140,136080,16070,13460,14850,27110,10110
24/11/2023,30650,33890,12600,14220,74610,90040,37140,135460,16070,13400,14780,27110,10110
25/11/2023,29800,34550,12720,14340,77720,91670,37140,134720,16470,13400,14910,27430,9990
26/11/2023,29770,34480,12620,14250,76960,90540,36590,135520,16550,13470,14770,27420,9990
27/11/2023,29770,34460,12620,14250,74120,90540,36250,135520,16550,13540,14910,27140,9990
28/11/2023,30120,33860,12540,14220,75210,90910,36430,137340,16740,13660,14970,27120,10340
29/11/2023,29800,34800,12660,14340,80920,93480,36430,137340,16870,13600,14900,27240,10110
30/11/2023,29800,34800,12660,14340,83750,92510,36430,137340,16870,13600,14900,27240,10110
01/12/2023,29300,33730,12620,14180,84330,89730,35950,138420,16920,13320,14890,27280,10280
02/12/2023,30110,34290,12660,14340,82810,89720,36430,137340,16670,13660,14970,27120,10220
03/12/2023,29800,34090,12780,14340,83380,90940,36430,137340,16800,13770,15030,27120,10110
04/12/2023,29380,33760,12660,14340,84540,90470,36570,136080,16800,13410,14900,27240,10110
05/12/2023,30380,34140,12660,14340,87980,94750,36430,137340,16930,13600,15030,27120,9990
06/12/2023,28460,33110,12660,14340,88720,95730,36460,136080,16930,13600,14900,27110,10110
07/12/2023,30630,34550,12780,14280,87560,71510,36460,137340,16930,13830,15030,26740,10110
08/12/2023,30380,34550,12720,14340,84580,71030,36460,136080,16930,13540,14660,26740,10110
09/12/2023,30630,33960,12720,14340,85850,93590,36230,136080,16520,13670,15100,27050,10110
10/12/2023,31080,34670,12720,14340,85890,96590,36170,135460,16930,13540,15160,26930,10110
11/12/2023,30740,34480,12830,14460,86850,68790,35120,134100,17070,13800,14920,26850,10120
12/12/2023,30880,34530,12720,14340,79060,92960,36460,133580,16930,13540,15160,26860,9990
13/12/2023,30740,35100,12720,14460,74090,90730,36690,133140,17080,13400,14740,26820,9980
14/12/2023,31130,34760,12840,14450,74590,90540,36730,133580,16930,13610,15160,26860,10110
15/12/2023,31130,34760,12840,14450,71820,89800,36730,133580,16930,13540,15280,27050,10110
16/12/2023,31600,34220,12840,14390,70380,87920,36730,134820,16520,13670,15210,26930,10110
17/12/2023,30590,33610,12840,14330,67720,87740,36730,133580,16520,13670,15150,26800,10220
18/12/2023,31400,34350,12750,14450,65280,87670,36280,134100,15320,13420,14890,26920,10120
19/12/2023,30650,34090,12890,14450,63420,83460,34570,134100,16620,13630,15110,26980,10250
20/12/2023,32520,34780,12840,14450,61480,80780,34840,133580,16930,13670,14900,26990,10110
21/12/2023,34020,34350,12750,14450,61180,81880,34030,134100,16920,13420,14750,26840,10120
22/12/2023,34140,35010,12910,14450,61480,81980,35130,133580,16930,13670,14900,26740,10110
23/12/2023,33140,34340,12840,14390,61780,79750,35340,134820,16520,13790,15080,26860,10220
24/12/2023,32250,33930,12660,14390,64120,82400,35500,134820,16800,13790,14970,26740,10220
25/12/2023,32660,33990,12840,14390,63980,84720,35730,134820,16520,13980,15030,26620,10220
26/12/2023,33210,33940,12840,14330,65220,83340,35150,136080,16800,13850,15150,26680,10220
27/12/2023,33850,35740,12840,14330,62600,84930,33740,133580,16930,13740,15280,26740,10110
28/12/2023,32960,34660,12750,14410,63320,81460,34650,134100,16850,13910,15320,26560,10250
29/12/2023,34880,35280,12840,14330,63430,81510,35080,134820,16800,13800,15150,26610,10330
30/12/2023,34060,35280,12840,14330,62680,80690,35200,133580,16800,13800,15210,26740,10220
31/12/2023,34060,35280,12840,14330,61260,80240,35080,134820,16800,13860,15210,26620,10220
01/01/2024,34540,34950,12680,14310,59620,81210,34740,134820,16770,13700,14810,26420,10310
02/01/2024,36250,36410,13130,14520,66520,86310,35440,134100,16920,13980,15470,26560,9990
03/01/2024,35500,36990,12840,14450,70890,83610,34600,133580,16990,13670,15410,26310,10110
04/01/2024,35860,36470,12840,14330,69260,84450,34610,132430,17120,13670,15410,26180,10110
05/01/2024,35100,36360,12840,14450,69740,83450,34740,134210,16860,13670,15410,26000,10110
06/01/2024,34910,35790,12840,14390,64410,75900,35360,134210,16860,13790,15350,26120,10220
07/01/2024,34240,36200,12710,14330,64580,69460,35590,135460,16730,13970,15290,26120,10220
08/01/2024,34970,36790,12750,14380,65520,63120,33730,134820,16990,13630,15200,25990,10120
09/01/2024,34560,37180,12840,14450,65460,64020,35200,134840,16990,13790,15410,26120,10110
10/01/2024,33060,37180,12840,14450,66600,60720,34840,135480,16990,13730,15410,26310,9870
11/01/2024,33520,34950,13040,14600,64830,60420,36020,134120,16670,13980,15120,26560,10110
12/01/2024,33070,36830,12820,14380,63420,59920,35150,134220,16850,13770,15470,25990,9850
13/01/2024,31220,36530,12840,14390,61170,58840,34840,132450,16870,13850,15410,25870,9870
14/01/2024,31320,36280,12840,14390,60510,61980,35200,133690,16470,13790,15410,25860,10100
15/01/2024,30050,36660,12910,14520,64210,58210,34840,132450,16870,13730,15360,25740,9870
16/01/2024,30030,36540,12910,14430,62930,57390,35510,131140,16810,13910,14900,26780,9870
17/01/2024,30150,36660,12780,14400,62300,58980,35760,132450,16470,13910,15410,26120,9990
18/01/2024,30130,37010,13190,14780,60940,54130,35630,134390,16890,13860,15420,25770,10090
19/01/2024,27490,38090,13080,14680,58190,49760,35340,133270,16890,13760,15420,25770,9880
20/01/2024,28640,38520,13000,14530,59340,51380,36400,133820,16650,13970,15470,26170,10360
21/01/2024,28710,36480,13110,14380,59180,52310,35840,133700,16670,14070,15480,26280,10170
22/01/2024,27940,37030,12980,14650,61680,49860,35610,133070,17000,13840,15560,26570,10090
23/01/2024,28540,37340,13130,14670,67530,48620,36170,133590,16750,13930,15350,26990,10260
24/01/2024,28810,37110,13200,14710,67330,49120,36400,134360,16750,14090,15390,26990,10260
25/01/2024,27510,38030,13200,14670,64400,48860,36010,133590,17040,14170,15220,27070,9950
26/01/2024,27920,37110,13160,14670,63450,52670,36380,134360,16790,14090,15180,26990,10110
27/01/2024,27300,37650,13190,14730,62820,49250,36490,134260,17040,14200,15250,26820,9940
28/01/2024,28250,37370,13250,14640,59870,48780,35950,134260,16750,14290,15300,26860,9870
29/01/2024,27400,36620,13250,14770,62490,49310,35670,133790,16790,14170,15180,26840,10090
30/01/2024,26650,37670,13280,14950,61880,48360,36590,134950,17040,14160,15180,26860,10040
31/01/2024,26410,37310,13310,14920,60520,49550,36320,133790,17040,14210,15430,26960,10030
01/02/2024,26890,36950,13160,14770,59810,50170,36460,133790,16790,14210,15240,26920,10090
02/02/2024,27020,37430,13310,14920,61430,50070,36320,134180,16830,14320,15070,26960,10090
03/02/2024,27360,36560,13220,14750,62120,47970,35680,133700,16820,14350,15420,27040,9880
04/02/2024,27500,36670,13590,15040,64770,49260,35650,131650,16700,14150,15570,27000,10070
05/02/2024,29790,37130,13420,14740,67430,49950,36970,134070,17010,14820,15330,27050,10450
06/02/2024,28200,37400,13810,15250,68140,47370,35660,133580,17040,14350,15530,27040,9870
07/02/2024,28810,36680,13870,15280,64100,48470,36900,133790,16860,14170,15290,27300,10240
08/02/2024,28830,36900,13980,15220,65050,48440,36980,133280,16740,14410,15270,27240,10200
09/02/2024,29080,36260,14180,15260,65400,48180,36220,134490,16750,14540,15700,27090,10010
10/02/2024,29740,34900,13910,15140,62550,52150,36850,135290,16240,14190,15010,27200,10150
11/02/2024,29370,36560,13890,15240,67090,52310,36130,134940,16770,14410,15730,27290,9940
12/02/2024,30410,37130,14250,15330,69800,55570,36420,134040,17040,14580,15760,27590,9840
13/02/2024,30000,36260,14540,15530,69460,53890,37310,133030,17110,14410,15710,27570,10130
14/02/2024,29270,36400,14500,15940,68080,55060,36930,133030,16860,14380,15880,27500,10420
15/02/2024,29860,36790,14900,16290,73990,65480,37230,133410,17110,14290,15630,27830,10130
16/02/2024,31070,35940,14840,16170,77410,72200,36660,132860,16890,14510,15590,28190,10220
17/02/2024,30530,36440,14540,16100,79490,77740,36370,134490,16460,14560,15620,28260,9920
18/02/2024,30930,36440,14590,16140,77120,75870,36830,134490,16760,14560,15620,28300,9760
19/02/2024,30450,35640,14720,16270,77970,70540,35670,134180,16870,14320,15440,28330,10230
20/02/2024,29840,36410,14870,16380,79520,73200,36660,133700,17130,14340,15560,28570,10060
21/02/2024,31420,35800,14730,16160,77870,71110,36780,133700,16910,14390,15590,28570,10140
22/02/2024,31480,36530,14680,16450,80800,71550,37250,133030,16870,14470,15700,28680,10200
23/02/2024,29420,36040,14620,16130,76920,71880,35900,133440,16730,14220,15630,28390,9910
24/02/2024,31690,35650,14980,16350,79990,73360,37260,133410,16870,14470,15700,28830,10200
25/02/2024,31370,36410,14890,16490,78630,72000,37540,134110,16860,14290,15520,29320,10150
26/02/2024,31380,35690,15010,16320,81610,62520,36940,132210,17120,14350,15600,29760,10030
27/02/2024,31050,35330,14900,16560,78770,73430,37500,133790,16870,14550,15670,29600,10140
28/02/2024,29990,35840,15080,16360,77050,71970,36780,133410,17120,13880,15720,29670,10230
29/02/2024,29920,36060,15000,16710,72790,69720,37380,132590,17120,14390,15600,30530,10380
01/03/2024,30450,36300,14990,16690,71780,70230,37560,133410,17120,14430,15740,30460,10140
02/03/2024,30400,36120,14680,16270,69520,66980,36700,133440,17060,14570,15980,30290,9880
03/03/2024,30500,36530,14680,16260,69330,68600,36890,134490,16810,14650,15790,30270,10060
04/03/2024,29850,36350,14710,16740,67940,65100,37420,132200,17170,14630,15530,30550,10480
05/03/2024,29830,36310,14630,16420,69520,68190,38040,133410,17040,14390,15740,30460,10250
06/03/2024,29350,36840,14590,16380,68110,69350,38780,133800,17120,14070,15890,30680,10450
07/03/2024,29720,36960,14700,16400,67080,68180,39230,134480,16930,14440,15660,30660,10290
08/03/2024,30220,36530,14530,16290,67220,69250,39950,134090,16930,14590,15770,30810,10260
09/03/2024,30580,37690,14820,16020,67710,66120,38790,135830,16810,14880,15980,30650,10070
10/03/2024,29750,37100,14450,16080,67430,66740,39110,134830,16720,14750,15750,31810,10190
11/03/2024,30320,37630,14620,16170,68460,66900,40040,135250,16870,14680,15760,30940,10280
12/03/2024,30320,36820,14600,16340,71350,65340,40150,134840,16930,14630,15780,30750,10340
13/03/2024,30140,37270,14530,16320,77870,71080,39760,134840,17140,14510,15900,30880,10250
14/03/2024,30310,37130,14400,16280,73550,70120,39680,134840,16970,14580,15660,30880,10280
15/03/2024,30510,38660,14270,16300,75700,69010,40070,135230,17990,14670,15820,30880,10210
16/03/2024,30160,38170,14240,16010,70260,66560,39210,136330,16750,14720,15720,30950,10170
17/03/2024,30880,37680,14350,16290,61360,60610,38830,134830,16770,14790,15790,30990,10080
18/03/2024,31420,38350,14310,16280,61550,58820,39290,136390,17140,14710,15820,31310,10330
19/03/2024,30640,38690,14080,16210,54980,54170,39680,135610,17140,14670,15710,31140,10330
20/03/2024,30370,38600,14280,16210,54160,54500,39120,135610,17140,14670,15820,31070,10330
21/03/2024,32640,38640,14200,16090,50010,51780,39200,138260,17140,14770,15820,31140,10330
22/03/2024,29990,39560,14200,16090,49160,53340,39430,138260,17140,14800,15890,31070,10330
23/03/2024,28820,38950,14010,16100,48550,52560,39080,136680,16810,15060,15290,31370,10800
24/03/2024,29380,38980,14250,15900,45520,44890,39200,135740,16830,14820,15790,30890,10160
25/03/2024,30350,38630,13960,16020,42500,46300,38970,136090,16920,14950,15480,30980,10430
26/03/2024,30550,39590,13970,15910,42380,45780,39530,135610,16850,14730,15700,30350,10360
27/03/2024,30710,39870,13860,16230,39690,41690,39130,134420,16770,14620,15710,29880,10620
28/03/2024,31840,39980,13890,16110,40000,43540,39120,135610,16930,14550,15740,29740,10480
29/03/2024,31720,40030,13730,15870,36560,39020,38670,135650,17070,14960,16070,29470,10070
30/03/2024,32170,39610,13710,15890,41190,42680,39610,135340,16790,14850,15710,29350,10190
31/03/2024,31690,38590,13740,15890,41310,42300,38500,136890,16750,15280,15840,29410,10170
01/04/2024,32800,39160,13670,15770,39530,41380,39120,136750,16930,14630,15780,29170,10400
02/04/2024,33630,39480,13730,15830,40900,42790,39660,136900,16840,14870,15760,29090,10130
03/04/2024,34090,38500,13450,15720,39730,41360,39590,137840,17230,15010,15820,28920,10230
04/04/2024,39390,40110,13210,15680,40070,41450,39720,137990,17050,14940,16020,29050,10360
05/04/2024,40300,40750,13300,15570,42560,40100,39250,141790,17290,15210,16260,28540,10200
06/04/2024,41390,39900,13790,15840,45620,43150,40350,139660,17030,15020,16260,30080,10230
07/04/2024,45490,38950,13910,15840,53110,54120,40060,143030,17030,14700,16120,28270,10270
08/04/2024,47590,38220,13700,15490,54130,52190,39420,146040,16820,14910,16180,28540,10250
09/04/2024,48180,40660,13570,15300,52400,53590,42140,150290,16800,15150,16090,28590,10460
10/04/2024,,,,,,,,,,,,,
11/04/2024,,,,,,,,,,,,,
12/04/2024,49660,40300,13620,15820,51130,49730,42250,145930,17290,14840,16410,28980,10100
13/04/2024,52010,38590,13830,15860,47500,45480,42160,139280,16730,15210,16150,29620,10340
14/04/2024,51560,41270,13680,15840,44720,44980,40430,137370,16970,15120,16510,29080,10270
15/04/2024,56120,40820,13300,15200,42190,43780,39480,138210,16970,15160,16030,29090,10300
16/04/2024,56910,41140,13490,15410,38230,38370,40220,138010,17350,14990,16420,28440,10330
17/04/2024,59950,41730,13270,15520,36880,39810,40150,141690,18180,15220,16180,28370,10480
18/04/2024,61590,41410,13420,15660,37860,39600,39650,138610,17460,15170,16630,28390,10440
19/04/2024,61320,40850,13140,15360,36540,39160,39180,138580,17540,15120,16640,28730,10360
20/04/2024,59080,39590,12970,15080,37940,39580,38870,137610,17110,15370,16560,28520,10090
21/04/2024,62210,41230,13180,15040,39520,41270,38560,137850,17210,15250,16620,28580,10270
22/04/2024,62130,40260,13240,15450,37540,40200,39390,138310,17540,14990,16780,28060,10480
23/04/2024,59830,41410,13300,15360,39090,39960,38290,136540,17390,15080,16640,28150,10230
24/04/2024,61150,41450,13300,15240,38950,41150,38410,138180,18010,15210,16920,27740,10390
25/04/2024,61440,41810,13250,15060,42280,41100,38040,137820,17920,15140,17000,27750,10520
26/04/2024,60190,41360,12910,15090,42310,41140,37360,137390,17800,15010,16870,27910,10230
27/04/2024,61380,40250,12760,14970,37400,39420,37640,137370,18010,15380,16620,28000,10180
28/04/2024,61380,40250,12720,14830,50770,39530,37540,138320,18160,15380,16910,28000,10280
29/04/2024,58980,40400,12650,15020,48470,37840,36710,137150,18160,15190,16820,28060,10250
30/04/2024,58330,40390,12990,14840,56630,41540,37370,134490,18060,15350,16830,28310,10390
01/05/2024,55100,40080,12690,15190,56090,42700,36240,134440,17790,14880,16950,28150,10270
02/05/2024,55580,40210,12720,15150,56190,39660,36390,134490,18130,14890,17330,28490,10170
03/05/2024,55100,40600,12180,14630,56760,39580,36360,134920,18320,15180,17240,28820,10350
04/05/2024,54530,40540,12810,14970,55770,37360,36430,135950,18360,15230,17220,29340,10280
05/05/2024,53200,40450,12700,14780,57840,35750,37220,135950,18420,15010,16850,29530,10370
06/05/2024,49950,40780,12530,14630,54850,38930,37620,135700,17960,15050,16720,29520,10440
07/05/2024,50690,41250,12370,14750,51400,39000,38040,135760,17960,15130,16990,29450,10420
08/05/2024,51170,40920,12560,14420,51470,37960,37850,135930,18380,15170,16910,29530,10500
09/05/2024,48930,40440,12410,14370,50400,36520,37970,136420,18090,15380,16910,29540,10370
10/05/2024,49540,40840,12370,14470,46710,35310,37870,135380,18530,14920,17110,29530,10170
11/05/2024,48460,39300,12430,14230,49060,36170,37860,136420,17990,14910,16610,29490,10370
12/05/2024,48130,40790,12280,14430,46690,36320,37690,135830,18080,14870,16740,29400,10250
13/05/2024,46490,40800,12520,14660,46690,35890,38440,135700,18330,14970,16660,29600,10290
14/05/2024,47780,41050,12750,14550,42440,34940,38560,136190,18400,15100,16530,29780,10390
15/05/2024,48890,40720,12340,14550,43040,34400,36910,135350,18400,14970,16720,29820,10310
16/05/2024,47530,41450,12840,14510,43480,35650,38460,136190,18070,15000,16450,29700,10310
17/05/2024,48210,41060,12470,14770,40860,34430,38640,135770,18610,14760,16590,29950,10310
18/05/2024,47290,41560,12360,14470,41390,33960,38760,135420,18430,14760,16820,29690,10370
19/05/2024,47710,40790,12380,14430,42900,33180,37430,135830,18390,14780,16610,29540,10180
20/05/2024,49160,40590,12330,14510,45340,35240,38150,135380,18440,14870,16650,29630,10170
21/05/2024,49250,40790,12470,14590,42820,33600,36780,135320,18520,14890,16700,29450,10250
22/05/2024,47780,41130,12500,14710,44670,35370,37860,135350,18000,14800,16580,29410,10390
23/05/2024,46360,40670,12260,14470,46190,36080,37340,135420,17900,14760,16810,29340,10200
24/05/2024,45420,40630,12680,14190,48350,38660,38360,136940,17940,14970,16770,29340,10370
25/05/2024,46010,40080,12470,14610,45250,35430,38230,136290,18260,14690,16700,29400,10340
26/05/2024,47950,40570,12410,14510,44480,36350,38050,135830,18080,14780,16700,29220,10180
27/05/2024,47600,40520,12300,14460,44780,35920,38040,135350,18320,14800,16590,29160,10230
28/05/2024,48040,40900,12920,14400,52060,39160,38550,136380,18410,15040,17020,29280,10120
29/05/2024,48180,41050,12500,14730,51700,36210,37880,136090,17690,14810,16850,29030,10290
30/05/2024,46740,40610,12270,14590,50390,34890,38200,136600,18320,14890,17030,28950,10230
31/05/2024,47310,41090,12390,14670,50660,36440,38040,136190,18400,14890,16670,28950,10230
01/06/2024,45420,39620,12520,14420,52730,39000,37850,137440,17830,14920,16670,28740,10310
02/06/2024,45910,40150,12170,14510,49990,36920,37960,136420,18280,14710,16730,28640,10180
03/06/2024,43910,40130,12250,14640,48740,39450,38140,136290,18260,14640,16760,28800,10250
04/06/2024,43540,40510,12380,14670,50160,39490,38130,136190,18240,14760,16680,28740,10380
05/06/2024,42190,40070,12460,14750,47770,40130,35830,135770,18060,14610,16640,28530,10360
06/06/2024,42630,39950,12320,14720,46560,37250,38360,136940,18540,14110,16780,28380,10180
07/06/2024,42330,40480,12390,14700,46220,36420,37800,135700,18220,14640,16830,28290,10210
08/06/2024,41590,39850,12210,14780,49240,37510,36840,138080,18430,14480,16740,28350,10110
09/06/2024,40170,41360,12590,14860,50810,42220,37290,137730,18050,14720,16640,28100,10200
10/06/2024,41100,39960,12310,14720,48180,39280,37830,137030,18120,14870,16780,28280,10310
11/06/2024,40160,40480,12340,14800,50120,41820,37790,136870,17950,14840,16830,28060,10290
12/06/2024,39820,40480,12340,14770,48380,38230,38100,137260,17790,14840,17050,27990,10290
13/06/2024,40370,40010,12340,14920,52160,38810,38030,136870,17870,14900,16830,28000,10290
14/06/2024,39870,39290,12450,15060,55660,38780,37690,137460,17870,14690,16660,27790,10170
15/06/2024,40530,40920,12530,14860,64100,44460,38360,139410,17900,14400,16810,28240,10150
16/06/2024,39470,39010,12790,14880,66860,46340,39480,142150,17650,14940,16570,28290,10370
17/06/2024,,,,,,,,,,,,,
18/06/2024,40000,45000,11500,13000,60000,45000,40000,130000,17000,16000,18000,40000,10000
19/06/2024,39520,40170,12480,14760,59860,41750,39500,137830,18660,14900,16980,28280,10230
20/06/2024,37460,40150,12490,14890,57400,39530,38640,136860,17840,14750,16750,28070,10140
21/06/2024,38020,40220,12570,14830,55860,39260,38510,137180,17940,14890,16890,28260,10170
22/06/2024,37080,39570,12580,14970,49710,41020,37560,137440,17560,14730,16580,28090,10370
23/06/2024,38490,40120,12490,14810,50230,38700,38210,136190,17990,14970,16990,28240,10230
24/06/2024,38170,40540,12620,14970,46180,38610,37780,136190,17950,15060,16990,28160,10150
25/06/2024,35980,39710,12710,14930,39780,37640,37640,134930,17680,15100,16820,28000,10430
26/06/2024,35040,39890,12690,15020,36160,34760,37610,136190,17740,15030,16900,27920,10150
27/06/2024,33750,39890,12660,14990,34470,35130,37310,135840,17580,14930,16990,27820,10070
28/06/2024,34780,41020,12930,15070,37930,35510,37280,134510,17490,14850,17060,27900,10230
29/06/2024,33550,39950,12880,14760,36050,36190,37500,136030,17490,15250,17080,28000,10310
