Date,MYRUSD Close,SGDUSD Close,THBUSD Close,USDIDR Close,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit Merah,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (cerah)
22/03/2023,0.223713651,0.748066247,0.029058788,15294,36560,31370,11290,12350,40250,81840,36260,138620,14120,13730,15840,29360,10120
23/03/2023,0.224592939,0.752100229,0.02923122,15251,36190,31020,11290,12350,40510,81180,36260,134820,14120,13850,15710,29610,10120
24/03/2023,0.226474911,0.75329566,0.029385837,15047,35410,31300,11290,12410,43910,81220,36260,136720,14120,13670,15710,29490,10120
25/03/2023,,,,,33940,31070,11090,12270,47120,81800,35850,138620,14180,13730,15480,29860,10120
26/03/2023,,,,,34820,31550,11090,12270,43560,79120,35850,138620,14180,13730,15290,29860,10120
27/03/2023,0.225963175,0.750959337,0.02924832,15148,33760,30140,11030,12270,39600,73320,35850,138620,14180,13730,15480,29730,10120
28/03/2023,0.226346746,0.751523733,0.029061319,15107.5,33380,29620,10850,12270,38510,71450,35590,138620,14180,13730,15370,29360,10120
29/03/2023,0.226886004,0.753352463,0.02921414,15061,33010,30380,10980,12220,36700,59330,35450,137990,14180,13730,15610,29490,10120
30/03/2023,0.226249471,0.752315283,0.029265439,15031.5,33670,29440,10980,12270,36560,57520,35300,137990,14180,13850,15610,29360,10240
31/03/2023,0.226244345,0.753051758,0.029312618,15020,34320,30720,10860,12350,39090,57050,35300,138620,14180,13790,15480,29230,10480
01/04/2023,,,,,34220,29900,11050,12410,38840,55920,35300,138620,14180,13600,15480,29110,10240
02/04/2023,,,,,33450,30030,10990,12410,37420,52670,35300,137340,14180,13850,15350,28990,10240
03/04/2023,0.226731658,0.749675751,0.02917153,14988,33880,30140,11180,12410,35100,50730,35300,138620,14180,13730,15480,28610,10120
04/04/2023,0.226398021,0.754090965,0.029239766,14915,33570,30140,11050,12350,35890,50710,35300,138620,14180,13610,15480,28730,10120
05/04/2023,0.227066308,0.754677117,0.029403118,14958,34010,30720,10990,12410,35690,48920,35300,138620,14180,13730,15480,28480,10240
06/04/2023,0.227427796,0.752898693,0.029463761,14956,33300,29620,11110,12390,33780,45110,35020,139910,14180,13730,15480,28230,10360
07/04/2023,0.227453649,0.751631021,0.029308325,14932,33860,29620,11110,12220,34070,45930,35020,137340,14180,13730,15480,28220,10240
08/04/2023,,,,,33860,29730,11110,12340,34640,44960,35020,137340,14180,13790,15480,28220,10240
09/04/2023,,,,,32390,29060,11090,12340,33130,44780,34060,135360,14050,13790,15110,28060,10240
10/04/2023,0.226731658,0.751546323,0.029265439,14906,32040,29980,11110,12340,34070,43160,35020,138620,14180,13790,15480,28220,10240
11/04/2023,0.226705968,0.750694394,0.029103609,14955,31320,30300,11050,12340,33220,42210,35020,138620,14180,13610,15550,27840,10240
12/04/2023,0.226449281,0.750553548,0.029180041,14913,33570,29470,11180,12660,35410,41320,35150,137340,14180,13730,15230,28100,10240
13/04/2023,0.226757377,0.753363788,0.029306604,14823.5,33570,30290,11240,12660,35010,40430,35150,137340,14180,13850,15350,27490,10240
14/04/2023,0.227376089,0.756944954,0.029410901,14720,35400,30630,10790,12830,35690,40050,35800,135550,14180,13670,15480,27490,10240
15/04/2023,,,,,35030,30370,11050,12590,33780,40050,35930,136810,14120,13730,15420,27300,10240
16/04/2023,,,,,34330,30160,11050,12520,35930,40640,36100,137430,14120,13790,15350,27240,10240
17/04/2023,0.227298558,0.750897288,0.029120559,14693,35860,30880,10990,12450,39590,42500,35850,138620,14180,13850,15350,27670,10240
18/04/2023,0.226269946,0.749642074,0.028998114,14860,37340,30990,10920,12560,43350,44200,36120,141120,14180,13980,15420,27480,10240
19/04/2023,0.225631759,0.750683129,0.02917153,14890,39350,31730,11050,12560,44910,45330,37130,142340,14180,14170,15480,27740,10120
20/04/2023,0.225861102,0.749170303,0.02905203,15006,39650,32180,10990,12380,49260,44670,38330,150970,14180,13980,15740,27620,10120
21/04/2023,0.225453719,0.750919878,0.02915452,14946,41530,32460,11120,12450,50470,44670,38900,156100,14180,14100,15740,27680,10120
22/04/2023,,,,,40370,33390,11130,12390,51850,48680,40380,152910,13850,13910,15840,27630,10140
23/04/2023,,,,,40290,33960,10990,12450,52780,44760,39430,152510,14180,13860,15610,28050,10120
24/04/2023,0.225479141,0.749827564,0.029114624,14838,40190,32110,11130,12300,49500,45370,39020,151300,14210,13990,15840,27850,10000
25/04/2023,0.225463897,0.750581741,0.02916302,14945,42130,31840,11120,12450,46600,43470,38670,145430,14180,14100,15740,27490,10120
26/04/2023,0.225073159,0.747479141,0.029146021,14935,43250,31020,11120,12450,37320,39600,37690,143500,14180,13860,15610,27230,10120
27/04/2023,0.22446689,0.749372423,0.029299736,14841.5,41980,31620,11120,12510,35100,37620,37140,142440,14180,13860,15540,27480,10120
28/04/2023,0.224215239,0.749091744,0.029337559,14684,40740,32240,11120,12450,31900,34310,37140,141790,14250,13800,15740,27490,10120
29/04/2023,,,,,39840,31130,11410,12310,31480,33300,37390,139820,14180,14030,15740,27360,10120
30/04/2023,,,,,39590,31360,11340,12310,32750,35150,36880,139820,14180,14090,15610,27360,10120
01/05/2023,0.224315822,0.749288201,0.029299736,14663,39980,31490,11340,12310,31590,34640,36390,141120,14180,13730,15480,27360,10140
02/05/2023,0.224315822,0.748088598,0.029244896,14671.5,40430,31900,11410,12310,32060,34820,36890,137990,14180,13730,15610,27490,10120
03/05/2023,0.224114746,0.749619544,0.029351335,14752.5,39730,31330,11410,12310,30720,32120,36630,137340,14180,13670,15740,27800,10120
04/05/2023,0.22469385,0.751919329,0.0295421,14680.5,39070,32140,11410,12310,30800,32120,36760,138620,14180,13730,15610,27550,10120
05/05/2023,0.224668607,0.753579497,0.029603317,14700,39730,31880,11120,12630,29820,31700,36620,138620,14180,13730,15610,27620,10120
06/05/2023,,,,,40320,31270,11120,12630,29530,32750,36390,138620,14180,13730,15610,27860,10120
07/05/2023,,,,,40320,31610,11120,12700,30690,33300,36620,138620,14180,13980,15420,27860,10120
08/05/2023,0.225504562,0.754147828,0.029533371,14668,40430,31250,11120,12630,31320,33500,36020,138620,14180,13730,15610,27860,10120
09/05/2023,0.225479141,0.754568875,0.029577047,14750,42220,31940,11060,12630,33300,35770,36020,138620,14180,13730,15610,28300,10120
10/05/2023,0.224870697,0.753551126,0.029700032,14767,41950,32560,10920,12570,33030,35410,35720,137340,14180,13920,15610,28860,10120
11/05/2023,0.224870697,0.75522995,0.029735355,14691,42040,33200,11120,12630,34330,36700,35720,136720,14180,13980,15610,29480,10120
12/05/2023,0.224089637,0.751314819,0.029601561,14770.5,42040,34040,11180,12690,33300,35190,36090,137340,14180,14400,15610,29490,10120
13/05/2023,,,,,40140,32650,11190,12630,33060,36700,36230,136720,14180,13980,15610,29730,10120
14/05/2023,,,,,40820,32930,11060,12630,32400,35990,35860,137340,14180,14030,15610,30090,10120
15/05/2023,0.223388806,0.74704355,0.029515937,14743,41540,33380,11120,12690,31180,34910,35860,136720,14180,14330,15370,30850,10350
16/05/2023,0.222469419,0.74838537,0.029620854,14795,39590,32190,11060,12690,31770,34970,36260,137990,14180,14200,15610,30960,10120
17/05/2023,0.222617984,0.746380031,0.029343585,14885,40930,33200,11180,12750,31160,36640,36260,138620,14180,14170,15610,31480,10240
18/05/2023,0.221238941,0.745045424,0.02919708,14876.5,40250,32390,11060,12630,31530,36230,36260,137340,14180,13970,15480,31480,9990
19/05/2023,0.220555797,0.741856277,0.029061319,14916,40740,33980,11060,12690,30460,36870,36390,137340,14180,14030,15610,31360,9990
20/05/2023,,,,,40820,33650,11060,12700,29880,37800,36390,138620,14180,13800,15610,31480,9990
21/05/2023,,,,,40560,32460,11120,12630,30460,39190,36390,138620,14180,14280,15610,31360,10220
22/05/2023,0.220458567,0.743787527,0.029173231,14918,40140,33600,11060,12630,29100,39740,36530,138620,14180,13730,15480,31840,10110
23/05/2023,0.219997808,0.743052423,0.029019153,14886,40000,34300,11180,12770,29380,42590,37010,138620,14250,14090,15610,31670,10220
24/05/2023,0.218962118,0.742555916,0.028893383,14895,39180,34820,11120,12630,29380,41580,36780,138620,14250,14030,15610,31740,10110
25/05/2023,0.217912391,0.741300881,0.028855033,14945.90039,39590,35500,11120,12640,31770,41470,37430,137340,14250,14030,15610,31610,10120
26/05/2023,0.216309756,0.7381109,0.02879438,14970,40480,34360,11180,12700,30320,41460,37400,138620,14250,14030,15610,31490,10110
27/05/2023,,,,,40060,34420,11120,12700,30650,43500,37160,138620,14180,14280,15480,31490,9990
28/05/2023,,,,,39480,33940,11180,12700,31510,41350,37400,138620,14180,13900,15480,31610,10110
29/05/2023,0.217462227,0.739120185,0.028793551,14948,41420,36230,11180,12830,30580,44150,37400,138620,14180,13540,15360,31610,9990
30/05/2023,0.21727322,0.738546968,0.028810142,14960,40820,34720,11120,12830,30580,42930,37250,137340,14180,13540,15360,31560,10110
31/05/2023,0.21748586,0.74030751,0.028818443,14979,40820,35520,10990,12690,30580,42310,37250,137340,14180,13540,15360,31490,9990
01/06/2023,0.216778666,0.740028143,0.028876696,14984,40060,34720,11210,12770,31180,42930,36630,137340,14180,13670,15480,31370,9990
02/06/2023,0.216872692,0.742500782,0.028918449,14907,40560,35270,11150,12830,30910,42770,36630,137340,14180,13540,15360,31120,10110
03/06/2023,,,,,39230,34640,11120,12710,31180,43550,36260,137340,14180,13790,15360,30990,10110
04/06/2023,,,,,40000,34940,11180,12770,31180,43630,36490,136160,14180,13790,15360,30860,10110
05/06/2023,0.218579248,0.740356863,0.028702641,14983,39670,34720,11180,12770,31070,41530,37530,137340,14180,13850,15360,30860,9990
06/06/2023,0.218579248,0.741141498,0.028768701,14849.5,39260,33980,11180,12770,32130,43270,37110,137340,14180,13790,15360,30610,9990
07/06/2023,0.217155263,0.742037892,0.028791063,14872,39730,33650,11300,12770,32130,41530,37110,137340,14180,14030,15360,30870,10110
08/06/2023,0.217155263,0.741592228,0.028733155,14889,39730,33650,11180,12830,32130,41870,37530,138620,14310,14030,15360,30610,10110
09/06/2023,0.216590852,0.744934499,0.028899228,14836,38820,33500,11180,12770,31510,41870,36490,138620,14180,13790,15480,30360,10110
10/06/2023,,,,,39840,33650,11180,12770,32670,42920,37760,138620,14180,13850,15360,30360,10220
11/06/2023,,,,,39730,33430,11180,12770,32000,42220,37760,138620,14180,13790,15470,30360,10220
12/06/2023,0.216849193,0.744407594,0.028910089,14833,39260,34180,11120,12770,31930,40070,37760,138620,14180,14030,15090,30360,10110
13/06/2023,0.216567412,0.744418681,0.028893383,14871.5,39730,34180,11120,12640,31240,41260,37760,138620,14180,13850,15360,30360,10110
14/06/2023,0.216731697,0.745073199,0.028843382,14869,39730,34180,11120,12640,31850,40280,37480,138620,14180,14030,15360,30230,10110
15/06/2023,0.216497079,0.745895743,0.028870028,14909,39730,34300,11120,12770,31400,40330,37760,138620,14180,13850,15360,30230,10050
16/06/2023,0.216286376,0.74822855,0.028918449,14897,39730,34300,11120,12710,30800,38570,37760,138620,14180,13790,15360,30110,10220
17/06/2023,,,,,39730,33520,11070,12770,31400,39660,37760,138620,14180,13790,15360,30230,10340
18/06/2023,,,,,39730,34300,11190,12770,31850,39760,37760,138620,14180,13790,15360,29860,10230
19/06/2023,0.216825679,0.747831285,0.028835064,14928,39260,35850,11130,12770,30220,37720,38650,138620,14180,13670,15480,30110,10560
20/06/2023,0.216216221,0.745856762,0.028787749,15008,38510,34300,11240,12890,31400,38340,38080,138620,14180,13790,15360,30110,10340
21/06/2023,0.215610176,0.744529545,0.028720776,15016,40000,36700,10990,12500,29960,39660,38170,137340,14180,13790,15120,30110,10230
22/06/2023,0.215331614,0.746413469,0.028759599,14943,39340,36560,11050,12450,32320,38470,38870,137340,14300,14260,15120,29860,10110
23/06/2023,0.215146303,0.743649244,0.028485971,14935,38690,36230,11050,12450,31510,38380,37580,137340,14180,13790,15240,30120,10230
24/06/2023,,,,,39340,36690,10870,12380,32040,39120,39180,137340,14180,13790,15240,30120,10230
25/06/2023,,,,,40590,35860,10960,12320,33590,38950,39070,137340,14180,13790,15240,30370,10230
26/06/2023,0.213949516,0.739814579,0.02840909,14987,39260,35860,11120,12700,35930,38050,39730,137340,14180,14030,15240,30110,10340
27/06/2023,0.21408692,0.738863468,0.028392958,15039,39920,37800,11220,12890,39260,38690,41200,139820,14250,13790,15240,30490,10230
28/06/2023,0.214500204,0.740932822,0.028352708,14982.5,41110,38040,11180,12830,39920,38840,41600,141030,14180,14170,15350,30500,10110
29/06/2023,0.214178622,0.739300489,0.02809778,14981,39580,38420,11120,12700,41000,40590,42210,139820,14180,14040,15240,30560,10220
30/06/2023,0.214178622,0.737365246,0.028074117,15064,39670,37720,11120,12700,39670,38590,41540,138530,14180,13790,15240,30430,9990
01/07/2023,,,,,39260,38130,11180,12830,40430,39550,42040,138530,14180,13790,15240,30430,10110
02/07/2023,,,,,39670,38130,11180,12950,40760,37970,41000,139820,14180,13790,15120,30430,10110
03/07/2023,0.214362279,0.739371538,0.028328612,14986,40170,39520,11120,12830,39150,37290,39950,138530,14180,13880,15120,31680,10110
04/07/2023,0.214385241,0.740351379,0.028546961,15056,38580,39980,11120,12890,37250,34710,40730,137340,14180,14260,15120,30800,10110
05/07/2023,0.215076894,0.741201937,0.028695229,15010,39060,39190,11240,12830,36460,35120,41260,137340,14180,13790,15120,30550,10110
06/07/2023,0.215053752,0.738978148,0.028600845,15077,37800,39220,11120,12760,36060,35560,41000,137340,13860,13790,15120,30610,10110
07/07/2023,0.214592278,0.739103734,0.028425241,15189.2998,36690,38000,11180,12830,35410,33270,40730,137340,14310,13790,15240,30610,10320
08/07/2023,,,,,36690,39910,11120,12830,35770,34120,40730,137340,14310,13790,15240,30740,10240
09/07/2023,,,,,36320,38900,11180,12830,36700,34040,40730,137340,14310,13790,15240,30740,10140
10/07/2023,0.214270413,0.743052423,0.028465698,15128,35910,37760,11120,12830,33030,33800,40730,135970,14180,13670,15240,30610,10350
11/07/2023,0.214224502,0.743848383,0.028538812,15216,35190,38660,11240,12830,33860,34430,40380,137340,14180,13900,15240,30500,10240
12/07/2023,0.214799702,0.746090472,0.028776979,15156.7998,35160,39730,11180,12830,34360,34780,40870,137340,14240,13790,15120,30620,10240
13/07/2023,0.215146303,0.752185106,0.028865026,14928,35000,38410,11120,12830,33860,33800,39910,137340,14370,13790,15240,30620,10240
14/07/2023,0.218007416,0.756143689,0.028943561,14954,34430,38730,11180,12830,34870,33710,39910,137340,14310,13790,15120,30750,10240
15/07/2023,,,,,33030,39210,11240,12830,34750,33330,39790,137340,14310,13790,15240,30740,10350
16/07/2023,,,,,33030,39150,11120,12760,34210,33070,40160,137340,14310,13790,15120,30740,10280
17/07/2023,0.221067756,0.75676167,0.028876696,14951,33390,39120,11180,13010,34750,33230,40040,137340,14360,14000,15120,30740,10350
18/07/2023,0.22040996,0.756486893,0.028910089,14982.5,31850,39330,11120,12890,31770,31770,40500,137340,14360,13540,15120,30870,10120
19/07/2023,0.220264316,0.755983591,0.029368576,14986,30740,39230,11140,12880,32030,32030,40410,136970,14410,13480,15140,30850,10140
20/07/2023,0.220264316,0.754842341,0.029416956,14992,30960,37710,11180,12890,32040,31790,40110,137340,14360,13540,14990,30870,10240
21/07/2023,0.220264316,0.753977239,0.02924832,15051.5,30650,37710,11180,12890,31510,32400,40110,137340,14360,13770,15240,30740,10350
22/07/2023,,,,,31160,38340,11120,12890,31180,31240,40000,134720,14360,13660,14990,30740,10220
23/07/2023,,,,,30910,37940,11120,12890,31180,32040,39860,137340,14360,13660,15120,30740,9990
24/07/2023,0.219130054,0.751252711,0.029069766,15018,30960,37710,11120,12890,31180,32130,39280,137340,14360,13540,15120,30870,10220
25/07/2023,0.218770504,0.750835299,0.028943561,15021.5,30060,39090,11120,12950,30380,35410,39010,137340,14490,13420,15120,30870,10110
26/07/2023,0.218770504,0.753108501,0.02907991,15032,31510,38340,11120,12890,31510,35410,39010,137340,14360,13540,15120,30740,10220
27/07/2023,0.219780207,0.754261613,0.029219262,15007,31790,38010,11120,12890,32810,34600,38500,137340,14360,13910,15120,30870,10220
28/07/2023,0.221336871,0.751399457,0.029024208,15095,31560,38340,11180,12890,31180,35010,37940,137340,14360,13660,15120,30870,10220
29/07/2023,,,,,31840,39090,11180,12890,31790,34470,37940,137340,14360,13770,15060,30870,10240
30/07/2023,,,,,31160,38100,11240,12890,31790,34240,37940,137340,14360,13540,14870,30870,10240
31/07/2023,0.219683647,0.751156807,0.029205605,15088,31240,38100,11120,12890,33030,35010,37940,137340,14360,14100,15120,30990,10350
01/08/2023,0.220848069,0.752026677,0.02920902,15104,31240,38590,11120,13010,34240,39740,37660,137340,14360,13420,15120,31370,10120
02/08/2023,0.221263424,0.74926573,0.02916302,15131,30740,38670,11140,12950,35570,38460,37340,136970,14410,13480,15140,31200,10140
03/08/2023,0.219563067,0.745473146,0.029027576,15220,31510,38190,11120,12960,35500,39660,37660,137340,14360,13660,15120,31170,10350
04/08/2023,0.220191568,0.745990276,0.028935185,15161,30380,38160,11240,12960,34910,38980,37400,137340,14420,13660,15120,30990,10350
05/08/2023,,,,,30380,37460,11240,12960,34140,37680,37960,137340,14420,13660,15120,30800,10120
06/08/2023,,,,,30380,37460,11240,12960,35390,38180,36790,137340,14150,13660,15120,30920,10400
07/08/2023,0.219659537,0.746591806,0.028876696,15163,29130,38590,11300,13020,33860,40310,36180,137340,14360,13630,15120,31050,10240
08/08/2023,0.219466701,0.746045947,0.028719127,15232,29380,37550,11040,12900,34910,39430,36790,137340,14420,14010,14990,30800,10120
09/08/2023,0.21834062,0.741966367,0.028571429,15207.2002,28720,36270,11240,12620,32950,38780,34690,134720,14150,13620,14730,30220,9990
10/08/2023,0.21889022,0.742870271,0.0285266,15207,29960,36610,11360,12960,33030,39060,37400,137340,14420,13620,15060,30480,10350
11/08/2023,0.218842328,0.741031647,0.028473806,15259,29130,37950,11420,12960,30880,40170,37400,137340,14490,13880,15120,30480,10180
12/08/2023,,,,,29960,36610,11360,12960,35590,39700,37400,137340,14420,13940,15120,30610,10350
13/08/2023,,,,,29380,36830,11300,12830,34820,39080,37400,137340,14420,13880,15060,30480,10350
14/08/2023,0.218126297,0.739005446,0.028502209,15317,29130,36250,11300,12960,35100,40430,37400,137340,14550,14260,15120,30480,10350
15/08/2023,0.216590852,0.737669826,0.0283849,15347,28410,35540,11300,12780,36190,43150,37660,137340,14420,13890,15120,29970,10240
16/08/2023,0.215842873,0.7362957,0.02824061,15311.5,28680,36600,11420,12710,35500,43250,37900,137470,14420,13940,15120,30040,10350
17/08/2023,0.216122761,0.735099494,0.028193632,15362,29530,36470,11230,12710,35620,41760,37900,137340,14420,14000,15060,29970,10350
18/08/2023,0.215053752,0.736436665,0.028193632,15362.5,28970,36470,11420,12710,35960,41860,38180,137340,14360,13940,15120,29730,10350
19/08/2023,,,,,28320,36390,11360,12710,36320,42080,38180,137340,14230,13940,15060,29730,10350
20/08/2023,,,,,28460,36700,11360,12710,37200,43730,38180,137340,14190,13940,15120,29600,10350
21/08/2023,0.215285257,0.737060905,0.028272549,15278,28170,36840,11420,12710,38790,42770,37690,137340,14360,14000,15060,29210,10350
22/08/2023,0.215215743,0.73676765,0.028417164,15318.90039,25990,36940,11420,12770,39150,43920,37690,137340,14360,13880,15240,28600,10240
23/08/2023,0.215238914,0.736604869,0.02855511,15317,25680,36940,11550,12840,39840,42090,38190,138620,14360,13890,15240,28850,10120
24/08/2023,0.215238914,0.739754438,0.028650833,15294.09961,25900,36940,11490,12840,40370,42590,38190,138620,14360,14010,15120,28600,10120
25/08/2023,0.215377986,0.737028301,0.028579593,15239,26920,36230,11600,12840,40700,38600,38070,138620,14150,14000,15240,28850,10350
26/08/2023,,,,,26080,36410,11550,12820,39920,39130,38380,138420,14270,13870,15210,28690,10400
27/08/2023,,,,,25260,36790,11550,12820,41520,38790,37650,138420,14100,13870,15140,28540,10140
28/08/2023,0.215633437,0.737767816,0.028516838,15288,25460,37950,11600,12900,40970,38220,37690,138620,14360,13880,15060,28220,10120
29/08/2023,0.214961305,0.737931132,0.0283849,15255.5,24750,36070,11600,12970,42990,38130,37940,138620,14270,13880,15060,27960,10120
30/08/2023,0.215377986,0.741015196,0.028571429,15196.5,25100,37070,11830,13200,41720,39050,37940,138620,14420,13820,15060,27600,10250
31/08/2023,0.215633437,0.740921855,0.028575512,15216,23820,36460,11830,13120,44630,38280,37940,138620,14490,13570,15060,26320,10240
01/09/2023,0.215633437,0.740576208,0.028569797,15231,24970,35320,11840,13000,40510,37550,37940,138620,14210,14000,15060,26690,10350
02/09/2023,,,,,26020,37250,11840,13000,42000,38280,37690,138620,14420,13750,14990,26570,10220
03/09/2023,,,,,24970,36000,11780,13000,40450,38470,37690,138620,14490,13750,14990,26570,10220
04/09/2023,0.215285257,0.738596082,0.028490029,15233,24070,35790,11900,13330,39260,36800,37070,138620,14490,13690,15060,26220,10220
05/09/2023,0.214938194,0.738007367,0.028359944,15227,23940,35270,11960,13390,37340,36800,36950,138620,14490,13570,15060,27240,10110
06/09/2023,0.215401188,0.734851003,0.028212724,15298,23940,35640,12020,13450,36520,36440,37420,138620,14290,13520,14930,27370,10110
07/09/2023,0.214041099,0.73310554,0.028128605,15336,23940,35890,12270,13450,35930,35500,37970,138620,14490,13570,15060,27370,9990
08/09/2023,0.213812277,0.732348561,0.028064661,15342,23940,35760,11960,13330,35340,34910,36520,138620,14420,13750,14990,27370,10220
09/09/2023,,,,,24100,35270,11840,13390,35340,34910,36790,138620,14420,13750,14870,26870,10220
10/09/2023,,,,,24100,33650,12030,13390,33320,34600,36790,138620,14420,13750,14870,27250,10220
11/09/2023,0.213949516,0.733406663,0.028169014,15318,23280,35270,12150,13460,33590,34820,36180,138620,14550,13750,14870,27240,9990
12/09/2023,0.214041099,0.735002279,0.028169014,15339.09961,23940,35960,12150,13520,32790,35500,38240,138620,14550,13690,14870,27180,9990
13/09/2023,0.21390374,0.734932065,0.02809778,15350.2002,22880,35270,12210,13650,34240,35500,39320,138620,14490,13570,14930,27180,10110
14/09/2023,0.21390374,0.734726846,0.027979853,15353,23820,35640,12210,13650,33860,35190,39320,138620,14490,13570,14930,27180,10110
15/09/2023,0.213720888,0.732971251,0.027948575,15395,23810,35640,12280,13710,32580,33940,38500,138620,14490,13690,14870,26990,10110
16/09/2023,,,,,22880,35640,12070,13890,33590,33590,38500,138620,14420,13690,14930,26990,10110
17/09/2023,,,,,23750,34600,12400,13960,32670,34260,38750,138620,14610,13750,14800,26860,10220
18/09/2023,0.213606745,0.733810306,0.028003361,15346,23150,34040,12530,14200,32830,34780,37800,138620,14610,13750,14930,26350,10110
19/09/2023,0.213378847,0.733449697,0.028038694,15377,23680,35400,12530,13370,33300,35030,37800,138620,14740,13940,14870,26610,9990
20/09/2023,0.213037938,0.732955158,0.027770836,15384.5,23580,35290,13240,13670,32090,35000,37930,139880,14660,13160,14740,26500,10140
21/09/2023,0.213515535,0.731935799,0.027601436,15361,24350,34690,12270,13770,33860,34820,37800,137430,14610,13750,14990,26490,10220
22/09/2023,0.213265076,0.731764436,0.027685493,15400.5,22880,35490,12660,13660,33490,34140,37940,138620,14740,13630,15060,26300,10110
23/09/2023,,,,,22640,35360,12290,13960,34820,35590,37530,138620,14740,13570,15060,26060,10110
24/09/2023,,,,,23790,36350,12260,14030,36750,35670,37930,138420,14840,13340,15070,26210,10500
25/09/2023,0.213447168,0.732160866,0.027800944,15368,22880,35660,12360,13910,37390,37320,36790,138620,14740,13750,14870,26180,9990
26/09/2023,0.213538319,0.731951892,0.027667109,15405,23710,34670,12340,13910,36540,35690,35470,138620,14730,13620,14980,26050,10350
27/09/2023,0.213333338,0.730513573,0.027474793,15493,22250,34780,12470,14030,38510,36700,37130,138620,14790,13740,14930,27360,10240
28/09/2023,0.212494701,0.728369236,0.02727025,15569,23810,35060,12410,13910,37870,35410,35640,138620,14790,13620,14870,25680,10240
29/09/2023,0.212494701,0.732042968,0.027347809,15474,23520,35360,12340,13840,38750,36090,37130,138620,14660,13620,14620,25800,10120
30/09/2023,,,,,23430,34570,12340,13840,37380,35100,37130,138620,14730,13620,14870,25420,10400
01/10/2023,,,,,22880,34570,12280,13780,38330,36350,37020,138620,14320,13620,14870,25670,10350
02/10/2023,0.213092402,0.731561005,0.027267274,15448,22510,34950,12340,13840,39150,38260,37680,138620,14790,13620,14740,25680,10400
03/10/2023,0.212111577,0.728157103,0.02700951,15516,23430,35640,12410,13840,38340,41530,37720,138620,14850,13560,14740,25480,10280
04/10/2023,0.211774662,0.728104055,0.026961446,15622,23150,36050,12340,13840,39090,40330,36520,138620,14850,13560,14740,25490,10120
05/10/2023,0.211461186,0.728979826,0.027088525,15591,23150,33080,12340,13780,38180,40670,37830,138620,14610,13620,14430,25490,10350
06/10/2023,0.211640209,0.731330931,0.02707459,15631,23460,33260,12410,13840,38450,39980,36040,138620,14670,13620,14740,25730,10240
07/10/2023,,,,,23250,35660,12390,13890,38230,41830,37360,138420,14700,13500,14770,26240,10140
08/10/2023,,,,,21790,32450,12340,13840,37970,39940,37830,138620,14670,13680,14800,25960,10350
09/10/2023,0.212269157,0.732064366,0.027070927,15603,23020,33060,12340,13840,38450,40840,37690,138620,14790,13230,14800,25700,10350
10/10/2023,0.21143885,0.733089507,0.027092928,15691.40039,22640,33000,12340,13910,36700,40720,37560,138620,14730,13620,14740,25570,10220
11/10/2023,0.211685017,0.733810306,0.027350053,15718.5,22590,35310,12690,13970,36510,44090,38090,138420,14840,13620,14770,25800,10120
12/10/2023,0.212044105,0.733901918,0.027457442,15693,22640,32940,12220,13910,39260,43470,37560,138620,14800,13370,14740,25700,10220
13/10/2023,0.212314218,0.730220199,0.027473284,15739,22510,34090,12290,13840,38960,44050,37410,138620,14800,13400,14800,25700,10220
14/10/2023,,,,,23400,36290,12420,13960,40090,46000,37410,138620,14920,13510,14920,26030,9990
15/10/2023,,,,,22250,34650,12290,14030,39990,45330,37560,138620,14740,13450,14800,25230,9990
16/10/2023,0.211595431,0.730444193,0.027635759,15676,22580,35590,12410,14150,39920,46550,37010,138620,14860,13340,14800,24870,10110
17/10/2023,0.21126017,0.730769813,0.027552765,15675,21960,35960,12410,14150,40330,49970,37010,138620,14920,13080,14740,24870,10110
18/10/2023,0.211237848,0.7309407,0.027502749,15728.2002,22250,35190,12350,14090,40480,48540,37140,138620,14990,13080,14670,25110,10120
19/10/2023,0.210881487,0.72838515,0.02752622,15807,23550,34400,12350,14030,39490,47200,37140,138620,14800,13400,14670,25250,9990
20/10/2023,0.209973767,0.728533745,0.02750729,15856,21960,35330,12410,14150,40220,49970,36900,138620,14920,13210,14670,25060,10110
21/10/2023,,,,,23200,33870,12230,13920,42710,52670,36770,138620,14860,13150,14800,25180,10220
22/10/2023,,,,,22250,35330,12410,13920,42360,53340,36670,138620,14990,13450,14740,25060,10110
23/10/2023,0.209863588,0.728570879,0.027374761,15868,22880,34650,12410,14040,40840,55400,37010,138620,14850,13400,14670,25180,10220
24/10/2023,0.209863588,0.731673419,0.027556559,15874,22070,35200,12490,14040,41110,66040,37140,138620,15100,13700,14800,24990,10110
25/10/2023,0.208877295,0.731020868,0.027654868,15868,21460,32820,12490,14040,41660,66770,37140,138620,14980,13210,14740,25060,10110
